"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
780215,1462.9,549977,36939,-87.8521,47176.2,30650.3,5184.42,5247.96,3.08811
1150000,1573.96,780828,53455.1,616.887,93907.4,30273,4896.97,7435.07,3.08833
783981,1379.58,748513,4943.17,-737.9,12707.8,3118.94,340.482,662.027,3.09074
1180000,1869.79,1140000,77052.4,-156.957,100288,36367.1,40841.7,7653.46,3.09155
592175,1465.84,461567,59587.6,474.789,53506.7,30517.8,6315.45,6738.26,3.09161
969223,2016.82,805375,43146.6,683.854,62602.6,39611.2,38706.5,5899.11,3.09222
847857,1715.93,708042,65146.3,921.1,108699,40934.4,14549.4,8276.81,3.09381
818129,1750.42,592129,63463.9,571.695,106302,25380.7,8558.56,9494.79,3.09467
582021,1550.99,610704,31351.4,1445.94,39682.8,28964.7,9792.54,2568.47,3.09485
1390000,1523.37,892454,54399.7,-177.755,35898.9,13973.2,2482.25,1241.74,3.09627
799251,1890.91,547040,34428.5,-267.435,61031.2,49164.2,3318.85,4003.34,3.09878
1570000,1680.53,1370000,95430.7,30279.9,64307.9,48633.9,36974.2,16684.7,3.10816
1260000,1751.47,863992,58697.8,4318.91,66699.4,16542.9,25035,1624.56,3.11003
947958,1443.6,716217,35204.1,-536.786,67132.4,24574.8,12991.3,5624.03,3.11005
669125,1540.93,312471,15151.9,1069.74,25071.2,10318.8,4144.6,2171.54,3.11187
1090000,1782.89,556770,56419.1,39.037,74894.1,36440.9,5842.08,7462.73,3.11305
791317,1545.49,538906,47236.5,4597.59,45128.5,19556.6,4804.86,3607.34,3.11724
976308,2089.76,946258,39598.9,1222.04,115098,35224.5,30985.3,8710.86,3.12337
1050000,2102.76,658726,63316.3,5974.34,89931.6,44009.5,9983.21,7780.08,3.12384
1640000,2362.11,1300000,102114,35887.5,85859.1,44841.8,25992.5,10599.7,3.12609
669763,1466.87,424374,43884.5,25995.6,28638.4,33487.3,11751.4,4830.01,3.13137
