"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
962234,1779.21,949226,36390.2,374.075,73704.4,25322.1,14742.3,3600.52,7.13814
779242,2239.7,656981,16234.5,1888.9,47085.2,14187.7,10372.3,4086.53,7.1398
866105,1541.09,462899,25009.9,2033.22,14745.9,2212.02,510.688,375.681,7.14566
589665,1542.52,511574,33304.7,-176.263,27054.9,6002.8,2460.07,1344.81,7.1461
1020000,1702.15,985071,51436,262.35,93116.7,34687.2,24700.8,13326,7.147
1210000,1786.57,915106,64379.4,1621.14,58472.3,18173.4,36490.5,6242.03,7.15935
649804,1616.02,438782,11057.7,-852.278,16557.2,2350.48,409.711,489.96,7.16033
1060000,2091.8,949532,60192.3,402.021,71524.3,27808.6,47402.4,4935.98,7.16385
1070000,1443.87,601705,43086,9538.96,39404.3,19951.1,6242.93,6915.39,7.16767
1430000,1635.29,957275,8264.07,-996.468,21145.3,2884.65,1508.99,759.429,7.17479
1120000,2669.99,918672,68123.6,42.7697,95730.2,33352.2,11835.7,13341.9,7.17907
798609,1539.51,418693,33824.5,1349.4,56393.4,19620.3,5163.67,4937.88,7.17947
543211,1617.49,404283,33216.1,181.655,65471.4,28660.1,7106.39,6349.12,7.19306
1040000,1689.4,868633,33898.8,6954.75,66641.1,31421,25962.9,3602.88,7.1977
556860,1565.21,397888,21179.1,30614.7,40975.2,17155.8,13783.6,3316.55,7.19886
744026,1714.59,700184,42756.5,1723.6,79776.8,17466.4,3716.46,1790.83,7.20266
1040000,1660.04,815243,43211.4,-178.628,77782,32069.1,3697.25,8372.91,7.20424
759452,1586.14,532178,32886.9,-568.547,36049.6,5388.04,1291.56,1790.7,7.20774
1150000,1783.65,835687,43877.5,218.321,91710.4,27150.8,5951.57,10368.8,7.21122
1230000,1615.26,860161,43359.5,-832.729,61338.6,8506.23,1331.92,2075.97,7.22595
1070000,1756.69,852835,60346.3,2458.69,85123.5,31705.6,8245.44,6736.17,7.22621
692921,1629.41,543210,41938,356.004,70768.4,22330.6,5493.05,9903.63,7.22815
682764,1421.57,362742,9647.05,226.859,24788.4,9290.57,8267.54,795.988,7.22935
609698,1403.09,561170,31490,3282.64,28608,16159.4,6702.72,1163.97,7.22985
739951,1691.92,550491,58002.7,203.755,40774.7,12732.8,4074.92,950.134,7.23147
754988,1549.19,545056,60221.1,1171.37,90988.6,27804.1,12756.8,8122.36,7.23419
1e+06,1460.16,813967,28069.2,27161.8,49375.6,16759.8,22430.2,2521.68,7.23747
768368,1768.08,565703,41098.2,694.963,57692.9,32819.4,9231.45,8659.2,7.24692
1030000,1674.68,477490,7463.26,-445.707,35209.7,5680.15,634.167,1887.93,7.24788
785573,1878.69,754763,46864.7,77.6478,156632,82505.7,11752.4,10359.2,7.25512
638119,1700.09,468298,50864.3,178.611,46850.2,24365,9528.15,4699.48,7.25626
557084,1664.92,475733,23357.1,337.183,51417.7,22781.6,3615.61,5584.61,7.2594
618427,1908.12,440331,13272.3,448.773,30675.8,18992.7,3934.14,3584.38,7.26086
939253,1932.99,739629,29758.8,16725.6,55140.3,21396.9,20580.7,2727.08,7.27478
774803,1454.13,491937,30244.3,5963.39,69158.8,27960.4,33258.1,6585.1,7.27671
770643,1554.18,513993,37226.4,784.463,58577,30255,6699.66,11715,7.28099
716294,1409.46,603997,13260.8,-741.448,22692.7,7997.19,7541.71,907.368,7.28099
797994,1454.35,636409,27512.8,5201.87,28106.7,12060.7,5224.37,3435.74,7.28587
