FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time,,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A
956373,2026.61,905230,870.468,-1764.78,17107.7,564.711,-1179.54,604.936,59.1078,,,,,,,
1.31E+06,1935.56,824468,628.811,-1134.77,12118.2,284.351,-731.651,744.507,59.1095,,,,,,,
834179,1729.34,688170,319.911,-688.618,10278.9,107.667,-267.69,476.139,59.1106,,,,,,,
899266,1599.92,586199,310.131,-352.044,6794.8,-59.6094,210.039,7.37352,59.1172,,,,,,,
1.49E+06,1935.87,1.09E+06,533.79,-1055.8,14615.6,617.273,-64.7718,504.674,59.1201,,,,,,,
1.08E+06,1786.61,815279,502.134,-564.558,9669.62,51.5503,-169.94,407.637,59.1273,,,,,,,
1.63E+06,2397.01,798787,739.359,-187.877,11340.5,164.61,510.357,411.531,59.1304,,,,,,,
836187,1650.3,589552,481,-374.734,7143.36,367.965,-182.267,6.96596,59.1324,,,,,,,
621774,1512.14,357605,87.989,-118.917,4542.72,99.2411,-94.451,53.1415,59.1366,,,,,,,
1.33E+06,2417.69,1.08E+06,938.786,-1226.79,16170.7,276.45,-862.154,483.695,59.1408,,,,,,,
1.29E+06,2194.3,995053,610.657,-252.78,10645,167.122,-155.151,343.36,59.1415,,,,,,,
1.51E+06,1942.08,783607,548.722,-1065.36,10282.7,350.822,-38.5291,363.959,59.1426,,,,,,,
1.17E+06,1809.17,629046,772.51,-763.43,8953.55,-252.445,-214.328,236.613,59.1453,,,,,,,
1.41E+06,2289.16,826413,601.137,-887.838,11722.5,306.593,-153.62,364.219,59.1487,,,,,,,
947287,1989.09,617053,355.516,-202.545,5697.6,266.699,-125.386,-4.62413,59.1517,,,,,,,
1.29E+06,1839.09,874303,342.917,-832.646,10385.7,173.394,-434.532,391.058,59.1527,,,,,,,
1.07E+06,1772.52,726858,396.605,-477.244,7500.71,197.039,-168.545,74.9584,59.1545,,,,,,,
1.29E+06,1929.81,523084,394.718,-153.369,5392.17,194.17,-183.94,143.17,59.1573,,,,,,,
1.06E+06,1599.85,480894,200.651,-246.118,5727.06,90.9825,26.2507,135.815,59.1598,,,,,,,
1.31E+06,1745.01,666014,353.058,-307.902,7490.61,366.749,13.0236,284.127,59.1708,,,,,,,
827825,1786.3,538505,315.843,-601.506,7297.95,171.664,-271.602,17.5392,59.1772,,,,,,,
1.23E+06,2118.84,786160,289.378,2.87834,7917.81,228.283,-256.415,51.6009,59.1904,,,,,,,
968884,1584.4,459833,57.2518,-193.786,5837.23,279.683,-611.046,91.1326,59.1962,,,,,,,
889572,1686.42,626823,522.11,-490.949,8418.9,448.142,-445.301,208.649,59.199,,,,,,,
1.00E+06,1612.52,525497,583.904,-641.952,5962.97,152.683,-449.244,576.336,59.2017,,,,,,,
968148,2001.44,620844,292.754,-196.76,5638.62,-287.366,154.402,-28.015,59.2019,,,,,,,
1.85E+06,1698.47,1.24E+06,1057.74,-1093.87,19102.1,221.817,-341.721,1002.44,59.2048,,,,,,,
797884,1576.48,805671,2938.52,-4005.67,47197,1580.24,-2521.07,1207.29,59.2063,,,,,,,
1.65E+06,2244.96,1.02E+06,278.911,-473.305,9888.5,-18.0682,517.572,704.742,59.2074,,,,,,,
975900,1746.19,616323,425.805,-292.313,7262.96,-203.232,-318.516,303.639,59.2088,,,,,,,
1.02E+06,2207.54,712359,345.473,-288.106,7694.16,87.5224,-343.042,372.868,59.2131,,,,,,,
1.03E+06,1527.52,515920,412.841,-882.218,8931.22,142.141,-197.588,504.591,59.2177,,,,,,,
846240,1585.58,454727,357.87,-279.284,5304.16,113.525,-584.291,285,59.2205,,,,,,,
1.03E+06,1722.29,717593,325.691,-540.289,8893.2,-95.241,-764.791,463.401,59.2245,,,,,,,
1.18E+06,2242.58,1.16E+06,3175.79,-5983.7,40127.1,1896.49,-4314.82,972.27,59.2266,,,,,,,
969125,1721.36,525078,379.539,-187.348,5237.25,342.066,63.6135,-149.01,59.2278,,,,,,,
1.48E+06,2399.61,1.23E+06,884.388,-731.635,17565.6,354.782,-191.9,879.108,59.2293,,,,,,,
1.06E+06,1663.1,510039,271.965,-436.725,8361.99,-56.3631,-408.651,405.584,59.2296,,,,,,,
1.11E+06,1638.97,709147,319.623,-701.708,7395.05,415.086,-761.776,352.034,59.2307,,,,,,,
714380,1815.12,579171,341.641,-688.36,7075.06,175.82,-166.569,130.283,59.2325,,,,,,,
1.09E+06,1767.29,1.05E+06,381.504,-434.788,13738.7,100.493,158.744,453.157,59.2367,,,,,,,
1.14E+06,1758.04,713378,344.517,-596.122,8509.55,197.766,-342.882,377.587,59.2387,,,,,,,
734609,1959.12,642037,112.041,-481.922,7012.29,-116.992,-164.65,502.414,59.2387,,,,,,,
834876,1761.55,689624,348.981,-391.152,8240.79,356.881,39.0564,76.8111,59.2387,,,,,,,
680282,1638.92,591464,451.962,-430.18,6940.17,-27.2401,-217.067,44.3074,59.2444,,,,,,,
1.08E+06,2174.04,832498,341.059,-650.019,11405.6,181.588,-259.156,618.713,59.2536,,,,,,,
1.01E+06,1529.78,589274,452.643,-59.1316,6330.29,360.723,-333.563,146.061,59.2563,,,,,,,
1.09E+06,1791.93,684004,625.898,-796.097,8628.19,226.657,-246.392,516.467,59.2587,,,,,,,
1.03E+06,2584.21,845077,395.298,-347.54,9288.91,78.6698,256.219,348.755,59.2597,,,,,,,
1.72E+06,2199.74,1.41E+06,582.817,-1169.56,15634.5,172.279,-827.746,940.056,59.2598,,,,,,,
1.26E+06,1538.22,922629,856.058,-1007.63,14291.4,429.959,-225.441,301.218,59.2611,,,,,,,
1.09E+06,1919.43,653952,583.02,-448.457,8243.35,-42.0537,-633.808,403.302,59.2634,,,,,,,
1.40E+06,2514.35,956408,811.257,-680.756,8952.66,-150.813,-463.693,430.711,59.2695,,,,,,,
1.51E+06,2557.18,1.30E+06,696.66,-936.67,15371,76.9401,-463.126,435.972,59.2729,,,,,,,
1.22E+06,1573.36,583633,344.103,-546.561,7297.66,364.029,-575.978,315.815,59.2747,,,,,,,
1.15E+06,1978.37,671821,433.176,-537.801,8871.73,-42.0261,-123.934,298.27,59.2776,,,,,,,
1.44E+06,1872.21,744233,671.068,-805.234,10880.8,115.88,-730.131,530.281,59.2788,,,,,,,
1.06E+06,1699.36,472779,270.192,-759.397,6520.32,-68.4218,-429.698,173.876,59.2882,,,,,,,
933500,1612.2,613504,260.708,-210.302,5399.68,110.882,-199.73,269.663,59.2898,,,,,,,
1.06E+06,1788.95,647902,322.523,-484.335,7150.53,302.776,-348.655,331.463,59.2929,,,,,,,
1.69E+06,2316.64,958886,593.075,-289.013,8489.61,115.335,-485.872,369.326,59.3005,,,,,,,
1.73E+06,2265.34,1.33E+06,981.825,-1137.55,18444.6,433.861,0.752719,639.388,59.3019,,,,,,,
885349,1882.69,693430,502.119,-840.204,9770.02,330.878,-799.9,287.917,59.3114,,,,,,,
1.13E+06,2564.75,787635,351.515,-378.547,10815.2,-4.61824,-177.972,326.281,59.3115,,,,,,,
882888,1785.33,581626,241.902,-114.452,5874.31,40.8745,-77.9184,103.182,59.3131,,,,,,,
953154,1625.89,553066,29.7845,-218.654,6275.36,192.01,-227.359,157.472,59.3163,,,,,,,
993025,1930.93,550224,180.087,-385.724,6741.72,369.616,-200.371,288.067,59.3335,,,,,,,
929368,1842.81,801011,172.175,-532.984,10007.4,68.746,-248.348,499.566,59.3477,,,,,,,
1.16E+06,1969.16,818449,242.05,3.00221,8572.37,27.6904,-127.797,411.863,59.3541,,,,,,,
1.20E+06,1619.16,828778,754.131,-910.692,13218.1,286.939,-684.806,446.082,59.3644,,,,,,,
1.67E+06,1865.17,1.05E+06,567.433,-767.103,13113.3,199.557,-89.9233,234.293,59.3668,,,,,,,
608323,1534.23,553858,877.687,-1525.91,11089.6,677.39,-1027.98,4951.17,59.3695,,,,,,,
945058,1972.82,512177,265.201,-403.914,5716.81,216.982,-180.114,235.075,59.3779,,,,,,,
1.04E+06,1986.26,666746,506.692,-1022.95,11193.6,226.086,-547.659,650.277,59.3838,,,,,,,
985748,1958.16,545798,358.363,-560.671,8758.4,51.1073,-25.6387,353.287,59.393,,,,,,,
1.37E+06,2022.87,863075,478.933,-468.707,10622.5,-23.7735,-277.906,267.564,59.3973,,,,,,,
1.05E+06,2819.3,870321,453.082,-231.349,8091.85,-96.84,-313.194,342.754,59.404,,,,,,,
1.27E+06,1621.02,854554,390.332,-1026.02,12051.3,539.815,-251.898,766.962,59.4049,,,,,,,
901525,1475.45,414444,-83.6467,-255.815,5501.36,318.653,-105.705,309.804,59.4102,,,,,,,
1.51E+06,1770.67,867513,616.898,-597.152,11874.5,347.39,-316.016,415.784,59.415,,,,,,,
1.20E+06,1771.26,669449,471.012,-577.155,7596.14,339.88,64.7249,438.676,59.4151,,,,,,,
1.39E+06,2002.63,934897,445.863,-995.973,11618.2,426.279,-498.491,602.015,59.418,,,,,,,
806511,1944.68,665207,202.451,-116.469,8752.17,-161.267,-398.568,228.565,59.4364,,,,,,,
718443,1824.65,578711,380.1,-39.0828,5276.45,3.41524,28.3519,367.276,59.4374,,,,,,,
1.32E+06,1623.91,680798,366.591,-156.105,7922.44,70.506,142.72,153.48,59.4433,,,,,,,
1.33E+06,2022.61,809779,420.689,-613.208,8941.56,555.075,-40.706,149.864,59.4436,,,,,,,
1.12E+06,1869.2,511132,335.959,-185.271,5298.98,313.181,-48.2876,396.911,59.444,,,,,,,
1.42E+06,1821.17,974085,567.228,-794.978,15291.9,274.565,-467.98,495.295,59.4469,,,,,,,
1.33E+06,2253.02,1.04E+06,699.194,-570.99,13616.5,651.02,-94.6582,315.543,59.4502,,,,,,,
1.13E+06,1712.73,734912,480.206,-560.76,9076.67,21.2671,-474.129,522.663,59.4529,,,,,,,
975020,1876.11,527866,371.491,-651.892,6327.78,76.5228,-306.872,324.506,59.4534,,,,,,,
1.12E+06,2034.25,1.09E+06,374.91,-358.029,13175.5,-73.4369,-48.1109,401.107,59.4552,,,,,,,
1.47E+06,2556.9,1.38E+06,777.672,-883.028,20626.1,105.912,132.29,794.552,59.4601,,,,,,,
1.23E+06,2153.97,844797,398.255,-346.004,11094.9,13.8167,-50.615,420.557,59.4657,,,,,,,
1.05E+06,1647,801472,434.919,-637.468,11031.2,10.7656,-386.168,396.415,59.4673,,,,,,,
825833,1558.52,380177,205.413,-148.721,3892.75,162.376,191.701,-44.9296,59.4717,,,,,,,
1.23E+06,1596.38,677753,568.48,-1126.21,7754.25,534.256,-1087.72,464.323,59.4732,,,,,,,
1.60E+06,1745.86,1.01E+06,489.218,-598.134,11240.5,112.512,-6.48048,943.745,59.4751,,,,,,,
1.45E+06,2012.14,1.10E+06,738.606,-1034.22,18996.6,347.514,-419.497,911.538,59.4876,,,,,,,
865069,1736.32,655518,730.17,-218.177,6509.31,172.749,-309.699,165.258,59.4904,,,,,,,
970462,1764,625780,492.524,-441.823,8048.89,261.838,-401.912,160.467,59.4925,,,,,,,
1.35E+06,1978.43,820831,485.096,-390.274,8399.08,370.33,-238.226,483.551,59.5021,,,,,,,
996174,1910.95,581941,384.779,-90.676,6552.94,-252.455,-385.204,331.555,59.5086,,,,,,,
1.39E+06,1832.49,992067,443.692,-137.521,9134.45,450.974,-228.809,516.245,59.5109,,,,,,,
1.06E+06,2196.88,741009,301.999,-470.98,8145.37,133.462,178.826,31.0872,59.5118,,,,,,,
936969,1828.2,466960,266.821,-440.53,4579.56,36.2193,70.8133,234.374,59.5245,,,,,,,
959392,1635.99,462232,54.3832,-158.712,5685.03,101.292,57.6596,81.868,59.5251,,,,,,,
1.09E+06,1741.52,514941,386.075,-655.99,8191.72,282.073,327.946,390.293,59.5252,,,,,,,
955852,1573.58,627194,262.206,-3.10149,7001.38,71.8579,-212.609,397.678,59.5318,,,,,,,
934507,1728.52,608947,479.207,-558.471,8482.68,319.755,-35.7743,404.983,59.532,,,,,,,
1.13E+06,2187.19,1.04E+06,480.596,-821.493,10719.7,321.956,-731.003,418.117,59.536,,,,,,,
949291,1635.52,642035,285.587,-605.909,8250.68,253.298,-308.637,410.391,59.5385,,,,,,,
992059,1582.21,633557,360.475,-300.354,7337.26,531.408,-40.8836,222.444,59.5391,,,,,,,
949073,1912.25,760742,380.703,-1023.68,9540.21,442.104,-731.06,280.06,59.541,,,,,,,
976252,1755.28,553850,-201.186,-350.392,6195.23,65.1632,-95.5431,289.689,59.5432,,,,,,,
1.00E+06,2041.82,639344,696.648,-712.607,9438.15,128.075,-376.286,523.863,59.5463,,,,,,,
1.47E+06,1921.66,830642,523.777,-487.258,9695.73,45.2412,-398.571,358.007,59.5484,,,,,,,
1.71E+06,2066.76,1.28E+06,654.433,-853.924,13102.5,96.5497,-410.366,702.435,59.5485,,,,,,,
1.71E+06,1764.64,988929,659.346,-1083.04,13759.6,771.034,-403.269,517.671,59.55,,,,,,,
1.32E+06,2145.14,852046,550.858,-1088.84,14571.6,586.804,-455.695,511.115,59.5519,,,,,,,
1.31E+06,1906.66,1.06E+06,683.443,-278.3,11609.3,95.2188,-717.455,210.337,59.552,,,,,,,
965812,2246.85,925323,723.882,-936.696,10696.4,397.21,-599.719,644.412,59.553,,,,,,,
944829,2026.61,651725,321.782,-580.993,8318.93,518.495,-49.7205,152.978,59.5561,,,,,,,
658574,1690.44,341685,313.775,-362.756,4238.49,-139.292,64.6689,-57.8059,59.5572,,,,,,,
1.50E+06,1667.41,917794,1007.28,-1328.17,15034.7,302.061,247.284,782.207,59.5602,,,,,,,
897074,2034.72,675999,529.053,-629.487,7076.63,52.0949,-11.3784,193.559,59.5604,,,,,,,
795197,1505.1,371299,432.536,13.2663,4696.94,-455.921,284.285,148.18,59.5626,,,,,,,
1.04E+06,1525.08,635832,625.487,-1006.39,9831.79,397.594,-182.791,575.316,59.5657,,,,,,,
849569,1823.5,582453,229.22,-637.374,7240.23,253.501,-531.516,405.136,59.5712,,,,,,,
1.08E+06,2092.65,687716,526.335,-686.728,8501.15,436.235,-527.263,96.426,59.5758,,,,,,,
1.47E+06,2017.54,878730,1171.41,-1169.12,12241.9,248.821,-452.974,511.249,59.5818,,,,,,,
1.05E+06,1916.17,752975,201.559,-460.407,6243.25,118.954,-203.155,293.369,59.5859,,,,,,,
1.38E+06,1840.2,756464,106.951,-445.568,8247.93,-224.001,-95.9898,572.887,59.5874,,,,,,,
958100,1720.85,564058,173.433,-734.751,7134.39,197.781,-439.398,304.323,59.5943,,,,,,,
1.17E+06,2233.63,830695,307.271,-843.234,9057.51,-53.5939,-486.567,578.355,59.5948,,,,,,,
1.17E+06,1934.15,557776,484.665,-520.294,9004.33,119.609,-5.03253,449.599,59.6032,,,,,,,
825522,1784.16,492305,575.735,-569.01,12823.1,534.74,-743.332,298.355,59.6061,,,,,,,
1.22E+06,1856.39,848431,378.24,-182.581,7682.14,-224.411,-134.199,443.441,59.6096,,,,,,,
1.61E+06,2428.81,946717,944.377,-448.205,12186.8,81.2907,-712.149,613.349,59.6105,,,,,,,
1.04E+06,2026.6,668436,382.362,-462.956,8551.18,119.226,-537.623,345.91,59.6121,,,,,,,
949963,1825.92,773822,-9.28059,-67.6891,6561.09,252.094,-364.331,56.7459,59.6138,,,,,,,
1.15E+06,1961.68,753347,454.196,-524.168,8028.56,548.025,-145.133,400.481,59.6169,,,,,,,
1.13E+06,1764.94,796370,606.317,-702.52,10250,212.741,-434.816,324.441,59.6186,,,,,,,
1.29E+06,2498.1,1.08E+06,796.545,-737.225,11844.5,149.21,-9.49471,467.541,59.6195,,,,,,,
1.04E+06,1736.43,863147,346.495,-520.292,7603.89,185.033,-587.168,297.282,59.62,,,,,,,
856095,2281.21,500382,426.793,-297.08,5915.57,86.5044,-418.589,282.148,59.6212,,,,,,,
1.57E+06,2248.83,1.06E+06,960.447,-1598.8,21390,696.734,-606.749,755.556,59.6222,,,,,,,
1.07E+06,1850.67,709802,1583.5,-2905.69,44080.4,1391.27,-1122.27,1079.46,59.6231,,,,,,,
606846,1546.75,362445,337.829,-248.772,4247.64,318.526,21.0285,-22.2076,59.6285,,,,,,,
1.05E+06,2252.44,848653,138.692,-633.054,8962.59,198.551,-439.181,416.331,59.6349,,,,,,,
746388,1528.9,680559,551.392,-617.88,9105.34,43.3156,-548.16,329.064,59.6385,,,,,,,
930882,1956.31,586462,214.482,-871.252,6576.59,224.228,-253.249,336.868,59.6422,,,,,,,
692408,2162.45,596256,419.158,-781.951,7866.56,400.619,-517.989,339.362,59.6426,,,,,,,
1.15E+06,1520.13,778550,324.033,-507.925,7877.68,625.825,-390.293,343.484,59.6443,,,,,,,
1.60E+06,1971.27,972518,533.372,-484.609,10352.2,195.295,-500.074,381.293,59.6464,,,,,,,
1.02E+06,1812.03,695614,511.045,-581.855,8826.72,291.726,-326.104,617.046,59.6478,,,,,,,
909130,1609.39,653797,139.344,-575.977,9165.12,257.999,-99.3212,228.61,59.6485,,,,,,,
945195,1832.24,554346,362.904,-659.892,7117.87,423.262,-447.798,302.697,59.6495,,,,,,,
680707,1409.49,375510,90.3534,-223.003,3912.59,257.728,-226.479,89.2747,59.6521,,,,,,,
1.14E+06,2270.77,768331,425.181,-271.733,8418.11,341.784,-81.6456,342.053,59.6591,,,,,,,
1.14E+06,1723.29,533756,148.41,-930.018,7197.61,279.37,-134.466,232.668,59.6604,,,,,,,
1.20E+06,1790.6,902698,557.088,-643.245,8441.99,251.75,-518.105,347.74,59.661,,,,,,,
1.46E+06,2142.39,1.26E+06,1337.02,-1590.58,23873.6,563.098,-619.399,901.269,59.6629,,,,,,,
1.03E+06,1843.9,644286,224.795,-697.532,6678.23,303.911,-587.504,607.031,59.6638,,,,,,,
1.28E+06,1749.55,833158,471.914,-953.471,8121.83,-9.16681,-501.523,474.201,59.6671,,,,,,,
1.48E+06,2078.89,1.04E+06,652.476,-267.083,8463.96,136.899,-188.66,324.519,59.6768,,,,,,,
1.17E+06,1736.21,829214,832.697,-853.387,8393.27,141.377,-367.244,236.364,59.6778,,,,,,,
897460,2200.67,545655,292.109,-303.804,6286.59,113.172,14.0406,235.999,59.6816,,,,,,,
1.13E+06,1615.39,779247,344.759,-415.108,7752.89,-298.747,249.319,195.849,59.6871,,,,,,,
1.61E+06,2026.83,997142,749.776,-1025.46,13350.7,673.387,-432.424,402.433,59.6875,,,,,,,
1.43E+06,2014.99,983748,761.955,-929.116,14889.4,339.95,-808.65,626.22,59.6907,,,,,,,
1.11E+06,2250.5,924747,695.339,-480.714,9030.03,358.455,-749.838,245.673,59.6956,,,,,,,
1.44E+06,2170.45,632957,381.445,-782.497,7021.06,220.62,-302.693,447.756,59.6998,,,,,,,
1.26E+06,1903.68,826162,358.703,-405.137,8483.14,76.2898,-174.348,276.875,59.7023,,,,,,,
852660,2478.83,494149,103.179,35.2282,4615.59,160.316,-13.6793,93.4657,59.7052,,,,,,,
762269,1584.55,443607,380.444,-115.658,5194.45,288.916,-8.63146,121.417,59.7084,,,,,,,
958912,1665.57,805599,234.258,-734.841,8880.08,288.147,-878.905,313.894,59.7087,,,,,,,
956097,1691.08,589202,232.706,-301.733,5746.95,-16.2613,40.6784,-179.833,59.7105,,,,,,,
1.02E+06,2107.17,776232,463.311,-522.299,7918.91,-51.4651,-253.24,446.399,59.7133,,,,,,,
751646,1727.21,397008,61.3054,-482.998,5411.54,311.538,-231.982,146.683,59.7149,,,,,,,
1.28E+06,1713.52,828117,694.629,-707.335,11679.7,232.643,-585.935,641.763,59.7215,,,,,,,
1.18E+06,1824.32,936141,878.225,-1211.93,12357.1,328.574,-538.534,645.818,59.7224,,,,,,,
1.43E+06,2131.48,755155,436.088,-707.792,8197.91,283.594,-138.138,475.724,59.7235,,,,,,,
909706,1650.99,675316,243.905,-258.348,9090.81,-40.7878,-16.0778,391.249,59.7362,,,,,,,
1.47E+06,2139.71,1.26E+06,916.167,-920.485,13139.5,151.518,-506.673,464.245,59.7369,,,,,,,
1.44E+06,1975.64,1.01E+06,472.74,-824.327,14052.7,257.502,-473.055,469.433,59.739,,,,,,,
879707,1673.59,504279,421.483,-281.233,5047.89,-461.098,-359.224,23.8583,59.7392,,,,,,,
751460,1545.97,455088,414.306,-615.223,6992.85,192.985,-681.815,72.5171,59.7401,,,,,,,
1.16E+06,2225.27,683269,440.546,-683.969,7224.2,117.137,-304.918,438.193,59.7431,,,,,,,
1.14E+06,1724.27,740320,1261.82,-2284.59,17455.1,647.741,-1217.34,543.693,59.7483,,,,,,,
1.00E+06,1740.65,712702,490.83,-316.873,8502.94,329.828,22.2222,122.882,59.7531,,,,,,,
913013,1621.29,619287,320.094,-386.037,6449.01,558.169,-375.567,278.902,59.7555,,,,,,,
828672,1712.99,516786,358.339,-238.962,5310.02,-74.587,-58.3683,3.04331,59.7602,,,,,,,
1.07E+06,1933.05,559508,196.751,-449.253,4644.38,130.719,-91.4201,54.6364,59.7646,,,,,,,
1.67E+06,1949.82,1.26E+06,793.943,-671.198,17409.8,219.983,-835.37,518.58,59.7647,,,,,,,
1.10E+06,1824.75,567542,424.976,-894.787,7517.5,515.282,-218.875,574.403,59.7669,,,,,,,
1.44E+06,2078.83,886581,541.004,-854.43,11262.7,-158.042,-253.106,534.661,59.7679,,,,,,,
1.38E+06,1848.17,692483,629.46,-1250.47,9617.93,128.806,-772.005,435.866,59.7697,,,,,,,
1.32E+06,1849.01,731417,628.076,-573.028,9524.15,-101.462,-98.2448,289.163,59.7731,,,,,,,
1.55E+06,2204.06,1.15E+06,849.645,-1142.44,16793.6,443.395,-910.553,637.995,59.7733,,,,,,,
1.03E+06,1653.62,692116,549.77,-765.607,10010,359.523,-717.42,704.633,59.7765,,,,,,,
1.63E+06,1800.14,883457,759.919,-687.194,11389.3,159.749,-487.51,456.546,59.7773,,,,,,,
635498,1728.84,461651,251.968,-430.052,7585.37,202.373,70.4059,284.866,59.7782,,,,,,,
665114,1736.09,500617,240.81,-342.715,5467.76,76.1694,-511.538,362.305,59.7808,,,,,,,
1.12E+06,2394.18,691333,265.812,-1086.84,6138.56,204.224,-300.029,582.163,59.7825,,,,,,,
1.26E+06,1746.06,636368,427.808,-191.169,6330.1,143.869,-511.782,177.346,59.7864,,,,,,,
1.11E+06,1735.7,926437,534.507,-658.265,11184.8,166.784,17.7162,248.369,59.7919,,,,,,,
1.18E+06,1761.07,942227,405.166,-714.88,9999.69,510.625,-167.482,397.38,59.7961,,,,,,,
803533,1684.66,523064,475.416,-192.342,5780.45,-100.289,-175.441,205.692,59.7963,,,,,,,
1.08E+06,1748.96,606801,473.928,-440.255,7927.87,205.189,-118.8,224.6,59.7969,,,,,,,
932318,2247.9,714385,407.32,-672.474,7281.79,50.5098,-338.654,206.922,59.8055,,,,,,,
1.15E+06,1908.15,835845,574.424,-459.497,11197.1,50.4847,-134.648,716.194,59.8097,,,,,,,
1.09E+06,1885.86,610882,539.045,-407.45,5959.98,-160.339,-253.791,269.666,59.8149,,,,,,,
768792,1600.89,388061,424.551,-594.18,4616.81,-9.78413,-358.365,449.319,59.8156,,,,,,,
1.08E+06,2233.33,615198,501.772,-535.901,6849.9,-153.675,-332.85,561.262,59.8163,,,,,,,
1.49E+06,2185.11,1.16E+06,807.073,-1016.99,13416.4,-52.3676,-1042.3,824.67,59.8195,,,,,,,
1.77E+06,2078.07,917640,830.658,-1567.09,13377.8,1.44474,-843.583,786.937,59.8215,,,,,,,
1.44E+06,2285.06,838429,342.147,-202.729,9756.66,194.101,-11.7474,155.219,59.8248,,,,,,,
884519,1821.67,431146,464.589,-553.762,6585.63,-33.9506,-396.557,171.897,59.8265,,,,,,,
1.02E+06,1767.39,620484,495.004,-590.374,9375.41,256.761,-467.934,326.422,59.8279,,,,,,,
1.53E+06,1986.5,1.06E+06,1233.8,-1257.58,11464.5,9.17012,-961.421,496.996,59.832,,,,,,,
917124,1693.65,527492,211.3,-56.2344,6130.75,-52.9082,199.139,292.268,59.8324,,,,,,,
1.10E+06,2407.67,927440,624.14,-1705.55,11462.6,369.664,-698.77,695.809,59.8337,,,,,,,
1.32E+06,2302.42,847315,462.234,-611.887,11188.5,219.798,-243.349,451.668,59.8337,,,,,,,
961507,1502.87,608493,334.81,-759.883,8519.51,228.871,-475.943,478.964,59.8337,,,,,,,
1.12E+06,2035.17,884519,495.543,-629.054,10403.1,761.979,-51.2873,85.2577,59.8363,,,,,,,
1.07E+06,1635.77,573124,483.607,-510.343,7422.98,406.451,-51.2088,371.278,59.8373,,,,,,,
642337,1538.13,545799,504.308,-655.523,8645.99,217.15,-197.53,326.371,59.839,,,,,,,
1.44E+06,2121.4,1.04E+06,763.388,-805.948,12393.8,-32.1335,-987.466,227.839,59.8398,,,,,,,
1.27E+06,1569.51,746973,366.642,-834.13,7288.76,110.524,-36.954,373.532,59.84,,,,,,,
850910,1553.38,376005,549.977,-668.478,5494.68,43.2436,-506.11,335.554,59.8406,,,,,,,
1.26E+06,1787.28,888031,514.529,-729.185,11310.1,305.079,-655.53,541.511,59.841,,,,,,,
1.58E+06,2058.84,1.07E+06,703.184,-1230.03,10438.1,276.673,-902.318,904.435,59.8419,,,,,,,
1.01E+06,1701.45,655477,285.264,-313.838,7275.66,195.206,-648.145,236.928,59.8428,,,,,,,
1.42E+06,1673.38,902364,480.663,-1260.42,14859.9,411.111,-351.424,502.617,59.8435,,,,,,,
1.17E+06,1968.14,872309,609.735,-924.418,10821,181.962,304.941,639.527,59.8436,,,,,,,
1.05E+06,1945.78,829585,310.044,-267.198,7203.13,-108.82,160.999,228.53,59.8486,,,,,,,
1.15E+06,1765.15,710331,237.997,-820.824,9635.66,234.512,-974.322,442.827,59.8524,,,,,,,
913983,1681.18,636733,446.511,-502.286,6673.79,156.235,-299.061,444.699,59.8542,,,,,,,
1.13E+06,1662.31,762953,446.56,-618.821,8778.52,516.84,-497.236,220.802,59.8616,,,,,,,
1.08E+06,1649.83,652778,448.203,-428.855,7781.46,52.423,-218.431,433.565,59.8616,,,,,,,
636753,1695.22,593705,377.375,-832.042,7667.86,-9.41841,-309.125,610.409,59.8618,,,,,,,
879998,1687.41,575768,51.6659,-71.3805,6059,87.6735,47.114,-9.6982,59.8619,,,,,,,
1.14E+06,1749.55,695247,566.168,-1028.79,8340.34,297.716,-146.424,291.57,59.8644,,,,,,,
1.26E+06,2488.54,1.10E+06,553.585,-775.078,12796.5,41.8855,-411.112,404.471,59.8673,,,,,,,
977692,1891.77,686823,399.87,-516.955,5767.15,250.09,-496.072,280.412,59.8731,,,,,,,
1.85E+06,2239.07,1.36E+06,1144.4,-1616.84,21681.3,821.601,-114.005,983.66,59.8752,,,,,,,
1.67E+06,2003.99,1.02E+06,559.271,-693.647,12569.8,307.974,-305.59,427.528,59.8754,,,,,,,
953581,1761.25,517937,344.908,-61.0877,7285.55,445.398,146.124,205.6,59.8761,,,,,,,
1.20E+06,1598.16,715244,362.943,-906.446,8330.84,403.416,-515.268,183.528,59.8776,,,,,,,
829131,1750.46,536049,206.143,-573.594,6375.93,68.8499,-339.663,328.033,59.8795,,,,,,,
1.37E+06,2460.62,721049,233.596,-481.213,7811.06,85.5641,-34.5064,304.852,59.88,,,,,,,
1.12E+06,1987.23,869279,336.935,-364.677,9320.59,163.421,-52.7771,381.772,59.8826,,,,,,,
1.14E+06,2237.86,828915,642.176,-578.176,9064.82,194.17,-416.859,-54.8677,59.8833,,,,,,,
1.40E+06,1922.24,1.05E+06,528.762,-862.625,10729.8,316.636,-410.486,505.133,59.8838,,,,,,,
1.06E+06,2076.92,803655,439.679,-64.6202,7511.77,-52.0243,25.6448,177.573,59.8839,,,,,,,
