FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time,,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A
1.39E+06,1820.98,724648,229.444,-38.3839,7504.13,279.274,-172.037,176.26,57.648,,,,,,,
1.22E+06,1774.92,873995,735.404,-1010.81,11376.1,533.473,-433.338,570.832,57.6495,,,,,,,
920267,1725.01,538641,314.723,-619.088,6161.42,-85.3825,-425.94,479.532,57.6502,,,,,,,
1.14E+06,1880,578314,121.523,-236.972,5049.58,28.4604,-561.748,170.139,57.6519,,,,,,,
1.41E+06,1730,770644,579.864,-946.793,9442.02,395.873,-675.166,484.978,57.6557,,,,,,,
1.34E+06,1949.72,883170,409.553,-743.221,9370.2,480.492,342.521,232.581,57.6581,,,,,,,
1.07E+06,2124.6,657304,284.075,-112.673,7424.98,119.956,-101.095,110.378,57.6634,,,,,,,
646935,1404.73,484104,966.138,-1489.05,13392.1,349.834,-1221.42,362.352,57.6636,,,,,,,
1.01E+06,2052.68,861510,695.559,-125.786,7264.09,165.448,119.351,307.926,57.6646,,,,,,,
1.35E+06,2077.75,737480,579.001,-566.941,7859.4,96.0435,-524.919,199.894,57.6668,,,,,,,
848127,1942.43,619970,395.809,-448.605,7478.11,258.225,-6.23661,333.806,57.6731,,,,,,,
1.48E+06,2052.09,828832,361.852,-611.987,9358.71,142.905,-637.282,669.509,57.678,,,,,,,
1.28E+06,2337.56,662539,254.762,-581.283,8320.8,41.0367,385.43,365.64,57.6806,,,,,,,
944989,2211.87,584270,300.765,-247.095,6569.41,-20.9233,-4.19156,489.758,57.6807,,,,,,,
1.21E+06,2284.29,849150,314.341,-603.351,9783.1,74.9041,-750.61,120.526,57.6815,,,,,,,
1.68E+06,2096,995317,343.967,-469.853,9338.45,-74.0135,-505.281,592.818,57.6817,,,,,,,
1.30E+06,2528.59,770444,360.986,-199.197,8352.03,191.574,-293.178,244.085,57.6865,,,,,,,
1.07E+06,1999.88,672112,689.466,-305.962,6105.79,377.5,-70.603,219.455,57.6919,,,,,,,
960522,1566.36,601562,316.624,-459.135,6599.59,184.618,227.173,183.976,57.6951,,,,,,,
694188,1824.37,434694,352.262,-520.321,4913.93,114.208,28.7842,447.814,57.6983,,,,,,,
1.12E+06,1761.27,759312,367.79,-751.149,9051.47,156.743,-669.561,463.302,57.6989,,,,,,,
1.09E+06,1875.65,800008,710.148,-962.07,11455,352.191,-1047.1,262.193,57.7002,,,,,,,
1.01E+06,1793.4,598794,477.329,-440.35,5777.58,178.083,-159.148,253.56,57.702,,,,,,,
855177,1941.51,643425,690.057,-373.54,6723.31,382.615,-111.148,-274.256,57.7061,,,,,,,
1.45E+06,1600.04,1.06E+06,63.1049,306.858,8107.67,452.099,-5.39485,128.609,57.7101,,,,,,,
1.43E+06,2236.65,1.29E+06,792.028,-641.695,14112.4,345.383,-261.253,818.619,57.711,,,,,,,
1.46E+06,2525.37,895621,413.025,-544.805,10028.7,37.1497,-687.191,412.812,57.7129,,,,,,,
1.43E+06,1926.55,1.04E+06,440.985,-777.4,11355.2,-150.717,-725.565,292.527,57.7131,,,,,,,
1.85E+06,1921.29,1.10E+06,931.765,-1510.36,19113.1,726.698,-1448.89,588.938,57.7205,,,,,,,
1.23E+06,2236.82,777783,280.411,-718.394,9541.62,639.581,-75.3889,462.473,57.7208,,,,,,,
1.39E+06,2111.7,801478,463.744,-663.844,12280.2,177.959,-471.229,526.548,57.7209,,,,,,,
983192,1644.28,557156,353.911,-381.719,6600.38,-234.783,-394.144,363.854,57.7226,,,,,,,
787628,1696.82,711352,190.174,-516.474,8435.9,148.048,-512.381,242.34,57.7312,,,,,,,
1.24E+06,1795.07,661219,639.232,-713.077,7825.38,146.375,-202.41,701.69,57.7349,,,,,,,
940243,2006.49,493330,352.741,-978.944,8103.59,117.701,-833.446,608.309,57.7355,,,,,,,
921306,1826.46,639969,340.533,-507.119,7645.74,357.61,-325.66,570.788,57.7364,,,,,,,
1.00E+06,1760.9,595639,138.334,-180.66,5974.28,79.4467,202.995,242.588,57.7366,,,,,,,
741525,1686.36,646929,3.93183,-181.082,6320.64,37.8418,-85.8467,116.522,57.7381,,,,,,,
1.70E+06,2104.54,1.01E+06,444.527,-785.954,14758.4,519.326,-98.5184,468.258,57.7404,,,,,,,
1.24E+06,1624.12,738817,363.485,-674.507,10434.7,420.834,-134.798,472.255,57.757,,,,,,,
801166,1594.26,573983,348.92,-466.412,4134.49,9.07489,-235.95,369.415,57.7587,,,,,,,
1.18E+06,1798.26,766424,534.998,-656.511,9505.18,153.511,-540.428,448.041,57.7677,,,,,,,
1.38E+06,1769.18,1.06E+06,618.125,-808.237,10946.3,435.444,-435.245,289.554,57.7679,,,,,,,
1.14E+06,2232.18,896104,942.253,-625.343,11098.6,-87.4572,-726.117,308.908,57.7686,,,,,,,
1.15E+06,1697.65,822750,448.4,-737.671,11067.3,481.397,-213.414,442.117,57.7716,,,,,,,
1.19E+06,2026.39,931610,609.259,-683.144,10511.6,259.495,-725.658,734.238,57.7775,,,,,,,
769505,1659.67,479703,193.347,15.0596,5700.06,7.72893,-19.1782,90.6518,57.7788,,,,,,,
1.08E+06,1870.2,468189,413.733,-63.8068,6167.05,-80.0238,317.076,-11.1002,57.7798,,,,,,,
908652,1820.38,578382,168.223,-321.693,6315.52,18.7102,-246.217,-88.1779,57.7806,,,,,,,
1.47E+06,1964.11,985047,1074.59,-1118.69,13149.1,389.717,-309.41,536.391,57.7842,,,,,,,
1.17E+06,1709.82,727831,190.732,-791.691,8734.68,641.121,-412.1,329.836,57.7858,,,,,,,
1.01E+06,2751.61,885811,715.527,-1352.15,16808.8,408.948,-701.044,570.78,57.7932,,,,,,,
1.37E+06,1892.61,995841,732.874,-1201.55,12393.5,224.525,-1129.44,485.273,57.7971,,,,,,,
952276,1907.32,663476,476.649,-259.59,6811.25,-73.2138,-182.507,124.736,57.802,,,,,,,
995724,2045.49,826335,298.021,-50.932,7064.42,-215.831,-167.513,373.514,57.8132,,,,,,,
941057,1636.91,524694,311.702,-153.284,5646.77,14.4421,10.8554,132.077,57.8205,,,,,,,
1.43E+06,2173.18,1.02E+06,695.407,-1077.68,11914.7,-35.2114,-471.488,865.653,57.8228,,,,,,,
1.07E+06,1975.38,770073,347.164,-525.6,7540.21,123.029,11.4923,304.454,57.8228,,,,,,,
1.75E+06,2250.09,1.38E+06,1195.98,-1847.49,20535.6,715.152,-394.944,1264.49,57.8249,,,,,,,
933889,1530.53,488071,309.363,-447.005,5180.88,9.37968,-359.453,287.912,57.8285,,,,,,,
726331,1569.73,486164,271.214,-139.475,5050.03,-23.6557,-391.351,334.702,57.8318,,,,,,,
1.02E+06,1725.85,654764,400.475,-673,7990.58,552.749,-512.666,129.139,57.834,,,,,,,
1.24E+06,1615.37,706542,531.224,-761.641,9538.82,36.5281,-528.661,482.729,57.8455,,,,,,,
664397,1834.84,575848,33.0649,-502.992,12507.3,60.2345,161.882,202.448,57.8478,,,,,,,
908529,1944.84,715945,125.727,-765.786,8197.6,244.781,-48.598,533.434,57.8491,,,,,,,
1.23E+06,2281.74,831269,495.57,-760.504,8937.16,427.899,-808.361,244.753,57.8502,,,,,,,
1.40E+06,1823.07,934530,770.018,-668.352,11213.3,-21.6892,-315.138,304.202,57.8563,,,,,,,
952692,1671.98,702727,418.175,-674.074,9183.42,192.531,-173.839,491.294,57.8592,,,,,,,
799331,1949.44,505883,186.575,27.6245,6346.44,56.2689,-269.451,103.825,57.8622,,,,,,,
1.30E+06,2218.34,1.27E+06,680.475,-123.686,12995.8,533.368,-83.3796,288.065,57.8662,,,,,,,
1.17E+06,1813.82,697270,366.115,-101.747,7041.62,-116.424,-339.394,133.393,57.8687,,,,,,,
1.00E+06,1537.68,648827,360.457,-748.386,7183.34,85.361,-438.07,397.172,57.8722,,,,,,,
910507,1580.31,616532,238.912,-503.622,7880,112.19,-125.262,336.011,57.8743,,,,,,,
951603,1651.26,565812,509.582,-427.397,8648.82,457.103,-348.396,124.596,57.8765,,,,,,,
1.75E+06,2309.07,1.16E+06,693.468,-339.129,12236.9,406.13,-267.722,548.85,57.8799,,,,,,,
1.62E+06,2445.63,1.37E+06,838.998,-619.414,16834.8,523.956,-182.013,803.469,57.883,,,,,,,
843958,2330.17,632629,372.32,-169.97,8987.9,167.783,50.0681,216.607,57.8872,,,,,,,
935011,1772.5,644542,270.125,-463.403,8910.15,87.6481,-185.184,134.911,57.8904,,,,,,,
1.21E+06,1791.35,1.02E+06,752.229,-883.71,14121.5,216.013,-1274.92,702.726,57.899,,,,,,,
1.49E+06,2360.35,1.04E+06,577.427,-737.557,8922.11,157.197,-716.211,418.961,57.9001,,,,,,,
935754,1948.69,550639,106.305,-89.6412,5536.5,238.995,-113.393,165.278,57.912,,,,,,,
1.14E+06,1737.12,607226,457.759,-443.932,7750.83,-72.1861,-208.5,179.225,57.9185,,,,,,,
751422,1714.53,479170,214.227,-841.45,6463.26,299.628,-640.027,504.97,57.9225,,,,,,,
886835,1920.53,566960,643.458,-569.07,7423.81,144.536,-569.657,467.984,57.9247,,,,,,,
1.08E+06,1752.31,568041,486.795,-515.965,7142.04,98.1342,-372.149,406.729,57.926,,,,,,,
1.29E+06,1910.18,793714,423.436,-667.989,8991.73,224.2,-279.174,235.788,57.9567,,,,,,,
622242,1520.5,475383,231.097,-368.208,6753.13,393.701,-383.527,237.776,57.9574,,,,,,,
1.58E+06,2091.68,1.15E+06,815.523,-992.163,15104.1,475.71,-412.265,500.554,57.9688,,,,,,,
1.05E+06,1892.09,838027,404.983,-288.912,9610.89,-92.4743,-406.992,329.772,57.969,,,,,,,
967628,1820.94,528109,456.403,-454.63,7667.85,206.522,-224.499,342.97,57.9696,,,,,,,
1.29E+06,2023.17,867214,496.566,-549.644,9520.45,-141.869,-429.05,681.789,58.0128,,,,,,,
1.19E+06,2318,824615,656.543,-559.456,8891.99,71.3529,-420.412,262.584,58.0199,,,,,,,
1.45E+06,1654.85,850435,415.173,-993.034,11185.1,270.484,100.278,536.851,58.0279,,,,,,,
1.19E+06,2069.48,783639,640.379,-833.442,9614.61,309.384,-937.771,704.549,58.0308,,,,,,,
1.14E+06,1531.43,589087,332.874,-596.416,8028.26,411.268,-245.665,739.907,58.0312,,,,,,,
1.47E+06,1949.87,1.13E+06,689.81,-1177.47,13763.7,135.202,-476.076,299.498,58.0332,,,,,,,
1.04E+06,1606.93,504451,152.445,-591.502,5627.69,238.993,-299.539,294.404,58.0368,,,,,,,
840606,1667.38,585890,371.685,-513.1,6616.66,394.327,-157.811,277.832,58.0466,,,,,,,
754960,1895.43,525336,295.123,-570.771,6752.95,1.17957,365.451,418.787,58.0537,,,,,,,
892036,1859.16,559974,218.417,-486.791,5504.91,-40.4396,-875.943,256.196,58.0746,,,,,,,
1.27E+06,1968.15,1.19E+06,794.208,-1136.37,16292.8,244.977,-183.305,819.865,58.0752,,,,,,,
1.11E+06,1838.14,642547,191.783,-586.085,7806.41,208.548,-138.398,477.886,58.0768,,,,,,,
774456,1505.67,379736,253.389,-60.4766,3745.97,30.2779,-73.2039,35.1658,58.0781,,,,,,,
1.13E+06,1976.33,921398,691.984,-676.228,9817.48,-55.0712,-716.294,715.301,58.0863,,,,,,,
1.61E+06,1842.92,989535,500.479,-1188.35,12329.6,409.138,-330.375,836.769,58.0866,,,,,,,
1.44E+06,1691.96,974569,357.225,-701.922,12989,263.942,-555.512,408.271,58.0931,,,,,,,
1.18E+06,2136,748579,476.624,-770.946,8377.84,85.7525,-683.098,518.675,58.0945,,,,,,,
902395,2041.9,610162,536.687,-624.184,7382.18,118.569,-326.858,448.987,58.1014,,,,,,,
915148,1818.73,619036,466.283,-950.11,7444.25,575.868,-581.284,525.107,58.1128,,,,,,,
1.39E+06,1609.67,979101,921.596,-1156.3,12270.3,453.223,-637.154,467.237,58.1162,,,,,,,
981482,1773.5,626132,347.786,-530.404,9107.93,167.391,9.1429,355.648,58.1294,,,,,,,
764313,1392.25,607712,469.026,-753.743,10208.3,-197.089,-673.592,416.612,58.1369,,,,,,,
1.39E+06,1768.46,954311,1087.17,-2454.94,18691.5,225.915,-1224.24,888.996,58.1374,,,,,,,
1.44E+06,2198.85,708020,383.002,-747.525,10017.1,427.039,-555.437,549.172,58.1551,,,,,,,
1.24E+06,2413.13,1.01E+06,877.73,-1004.52,15376.8,426.551,-497.132,730.395,58.1551,,,,,,,
1.56E+06,2513.64,1.04E+06,666.41,-715.81,11332.6,26.013,-445.553,371.44,58.156,,,,,,,
863663,1626.65,491317,465.769,-126.472,4704.48,72.1558,-185.173,103.57,58.1599,,,,,,,
1.22E+06,1785.29,713932,1143.85,-1628.52,17455.7,591.987,-1174.05,829.547,58.1662,,,,,,,
966964,2327.58,885744,335.735,-820.661,11723.9,-192.118,-642.422,294.171,58.1759,,,,,,,
1.07E+06,1549.69,566225,411.558,-313.655,13078,165.206,-245.674,148.14,58.1774,,,,,,,
1.47E+06,1661.8,820345,460.385,-962.175,10148.2,415.678,31.0549,290.267,58.1878,,,,,,,
1.08E+06,2006.27,698661,141.948,-566.186,8364.47,-37.0591,-366.231,545.013,58.1976,,,,,,,
1.48E+06,1970,987854,618.094,-821.012,12847.6,640.048,-641.342,526.045,58.2142,,,,,,,
1.26E+06,1782.83,644425,601.159,-664.818,9669.7,179.848,-641.145,610.39,58.2173,,,,,,,
800137,1601.77,458946,528.654,-201.134,7592.41,-6.00025,-64.7458,193.106,58.2185,,,,,,,
1.08E+06,1634.55,493623,305.002,-576.644,5942.44,137.13,-448.146,283.016,58.2186,,,,,,,
1.00E+06,1618.89,746187,615.382,-900.341,10868.1,444.781,-511.509,299.856,58.2277,,,,,,,
1.16E+06,1857.97,756886,359.862,-878.805,10024.2,367.298,-159.776,655.29,58.2348,,,,,,,
1.22E+06,2169.46,787464,190.209,-472.656,7730.14,198.115,-141.022,438.197,58.2369,,,,,,,
812157,1676.93,654680,240.637,-421.868,7350.3,85.8439,-305.029,563.154,58.2383,,,,,,,
1.38E+06,2322.72,1.13E+06,256.104,-30.5579,9970.96,50.0551,-160.13,143.953,58.2478,,,,,,,
1.35E+06,1940.29,997462,706.615,-907.353,12173,52.2438,-490.699,1116.94,58.2486,,,,,,,
1.18E+06,1893.73,602646,44.0903,-567.69,7028.67,210.852,-537.924,373.233,58.2494,,,,,,,
1.32E+06,2453.22,953489,571.157,-772.479,11966.4,298.359,-527.21,287.049,58.2532,,,,,,,
878858,1853.7,687428,468.476,-137.169,6932.39,161.14,-580.358,258.838,58.2565,,,,,,,
1.13E+06,2341.61,698626,734.393,18.2159,6887.81,280.489,29.6885,-101.699,58.2601,,,,,,,
1.01E+06,2275.51,869376,259.876,-367.837,10403.8,284.14,-546.172,477.401,58.2696,,,,,,,
1.09E+06,2050.31,734753,640.613,-670.218,9206.3,175.957,-245.101,409.291,58.2711,,,,,,,
1.39E+06,1940.92,1.03E+06,604.98,-444.937,11354.2,410.221,-76.7352,352.382,58.2717,,,,,,,
1.23E+06,1850.44,838007,161.032,-416.851,8608.77,245.317,-285.307,50.5141,58.2738,,,,,,,
1.50E+06,2011.3,955980,741.33,-686.963,12347.4,520.088,-204.433,218.807,58.2766,,,,,,,
821708,1593.04,723119,308.531,-643.298,8948.78,183.439,-248.748,461.828,58.279,,,,,,,
1.05E+06,2404.21,913090,423.062,-912.241,11595.3,122.902,-393.687,426.014,58.2835,,,,,,,
994408,1755.57,717251,326.128,-232.302,7951.22,210.341,-146.211,129.856,58.2917,,,,,,,
1.19E+06,1842.76,718116,602.669,-408.991,7398.01,-53.9118,-799.629,177.693,58.2999,,,,,,,
803529,1650.86,542617,197.383,-249.759,4762.47,234.693,-159.083,263.971,58.305,,,,,,,
1.14E+06,1872.07,993584,696.784,-730.818,10984.4,62.2562,-582.66,891.085,58.3066,,,,,,,
901903,1851,732871,363.225,-539.611,8638.4,117.429,-662.576,155.495,58.3091,,,,,,,
1.39E+06,1802.03,1.05E+06,577.811,-542.602,11007.4,408.243,150.783,419.247,58.3168,,,,,,,
1.80E+06,1770.83,1.27E+06,820.755,-1473.67,17076.9,748.569,-380.904,1067.13,58.3169,,,,,,,
1.52E+06,2286.41,1.02E+06,475.024,-321.652,11974,144.203,196.598,402.275,58.3178,,,,,,,
928696,1901.12,933245,1121.11,-1258.13,14693.2,588.99,-834.176,588.16,58.3279,,,,,,,
801438,1622.16,502226,340.212,-346.106,7899.26,151.224,-38.3553,156.17,58.3574,,,,,,,
1.51E+06,1953.18,1.00E+06,363.927,-356.545,9957.12,-277.963,-182.554,304.987,58.3739,,,,,,,
1.21E+06,2083.46,1.07E+06,390.85,-731.889,9935.7,314.277,-202.542,260.119,58.3932,,,,,,,
1.07E+06,1628.55,687225,363.395,-679.696,8667.01,173.04,-492.608,325.278,58.4003,,,,,,,
797905,2087.86,681928,269.969,-500.458,7391.15,214.649,-234.423,239.903,58.5912,,,,,,,
912182,2353.21,560200,384.547,-262.564,7335.72,-11.1535,-241.875,354.357,58.6065,,,,,,,
946781,1731.13,658992,592.912,-701.837,8923.21,222.281,-135.176,121.272,58.6096,,,,,,,
846379,1643.18,542118,123.941,-306.858,5989.97,59.9638,-207.057,126.269,58.6167,,,,,,,
1.10E+06,1617.42,544884,704.878,-643.757,8507.48,106.676,-620.02,399.926,58.634,,,,,,,
1.06E+06,1831.01,705039,604.754,-1074.62,9712.28,719.563,-656.846,482.756,58.6395,,,,,,,
647122,1985.04,592267,651.727,-256.236,6379.19,-93.8627,-365.505,172.671,58.646,,,,,,,
1.18E+06,1628.78,749396,557.686,-476.275,9586.44,214.413,-270.134,1390.2,58.6635,,,,,,,
1.11E+06,1901.33,856364,390.11,-554.009,11804.4,458.98,-219.614,206.14,58.6658,,,,,,,
1.39E+06,1831.22,736163,521.487,-839.015,10064.9,577.16,-733.263,338.076,58.6663,,,,,,,
555308,1897.98,422849,218.762,-444.197,4883.96,-47.331,-480.446,194.879,58.6676,,,,,,,
1.32E+06,1847.87,901260,1129.26,-1598.62,14356.1,454.864,-839.455,795.359,58.6915,,,,,,,
1.20E+06,2111.11,891491,398.694,-584.751,12046.5,655.696,-409.233,351.791,58.6991,,,,,,,
788033,1827.85,355532,135.586,2.6953,5863.29,-55.1689,486.211,313.294,58.7095,,,,,,,
929479,2099.15,705392,564.675,-681.271,10288.8,119.284,-711.261,471.005,58.721,,,,,,,
659605,1798.28,514093,300.739,-445.794,6646,-261.724,282.213,581.148,58.7244,,,,,,,
1.42E+06,1817.83,714334,392.923,-209.625,7473.27,140.443,389.323,77.2561,58.7393,,,,,,,
1.09E+06,1669.36,810313,535.764,-741.679,8817.75,-100.894,-293.327,421.695,58.7398,,,,,,,
1.38E+06,2085.37,1.04E+06,435.964,-1300.51,11345.3,890.951,-1206.6,635.896,58.7403,,,,,,,
1.13E+06,1823.53,864461,557.557,-473.804,10055.2,157.755,-253.437,396.223,58.7483,,,,,,,
882579,2253.54,707434,615.386,-1052.15,9882.52,201.487,-575.659,458.476,58.7627,,,,,,,
1.21E+06,1716.23,644364,192.296,-356.547,7354.16,222.87,7.05855,389.151,58.7675,,,,,,,
1.47E+06,1862.56,850992,421.936,-105.41,9076.87,191.357,50.2247,-88.2285,58.7684,,,,,,,
640230,1412.14,635487,404.588,-370.419,6935.05,341.651,-253.867,294.134,58.7703,,,,,,,
1.29E+06,2501.9,783707,506.966,-628.833,8915.1,458.572,-223.269,619.894,58.7825,,,,,,,
1.05E+06,2127.13,780428,315.959,-498.693,7689.92,204.066,-437.358,278.849,58.7966,,,,,,,
1.25E+06,1773.68,728921,227.408,-297.569,7457.16,128.646,-144.526,343.713,58.7992,,,,,,,
997260,2106.32,555746,137.516,-633.636,7405.43,59.7044,-471.531,280.788,58.7992,,,,,,,
1.17E+06,1766.43,801825,564.158,-340.228,7565.98,369.531,-208.575,301.449,58.804,,,,,,,
1.01E+06,1644.3,596069,330.791,-460.644,7523.82,-166.572,-524.948,108.096,58.805,,,,,,,
1.00E+06,1769.96,691920,444.975,-665.416,7459.74,86.3313,-457.762,553.501,58.8223,,,,,,,
825786,1873.06,521229,134.634,-353.585,5334.16,290.12,231.274,74.0628,58.8231,,,,,,,
1.20E+06,1895.73,809709,525.025,-833.803,10272.5,335.827,-249.822,545.865,58.8231,,,,,,,
1.70E+06,2026.36,1.14E+06,1110.97,-1600.6,17180.9,611.424,-1636.97,764.578,58.826,,,,,,,
1.08E+06,2115.55,567342,346.599,39.6554,5247.1,-287.711,-112.271,114.333,58.8266,,,,,,,
1.11E+06,2289.32,986503,808.31,-893.712,13618,312.037,-242.11,279.757,58.8289,,,,,,,
1.80E+06,2259.67,1.25E+06,671.391,-1482.52,17058.9,-41.396,-705.567,688.61,58.8326,,,,,,,
1.05E+06,1663.3,620298,635.42,-344.674,7796.73,203.627,-321.232,-0.35938,58.8347,,,,,,,
940965,2132.19,673302,33.7108,-43.7927,6550.36,131.062,-8.76895,398.305,58.8513,,,,,,,
722113,1514.8,454056,143.799,-294.975,5860.55,290.433,-564.625,260.813,58.8573,,,,,,,
1.03E+06,1630.58,858905,428.345,-462.088,10582.4,420.275,-486.675,360.762,58.8589,,,,,,,
975232,2272.61,667613,208.992,-675.62,7942.77,-146.435,-458.356,374.84,58.8602,,,,,,,
1.52E+06,1790.13,1.07E+06,444.043,-1137.03,15560.5,137.491,-1000.45,643.33,58.8608,,,,,,,
1.58E+06,2203.2,993685,272.556,-371.593,8704.46,66.6151,-576.168,231.222,58.8609,,,,,,,
1.37E+06,1759.01,879268,574.628,-911.075,12042.9,162.77,-130.075,448.356,58.8672,,,,,,,
1.05E+06,1969.69,572972,399.832,-402.924,6721.03,234.059,-395.74,155.661,58.8707,,,,,,,
734521,1565.26,425095,277.168,-582.255,5499.02,189.617,-375.861,355.274,58.8714,,,,,,,
1.02E+06,1775.05,792125,550.07,-887.169,11591.8,90.7897,-531.697,566.526,58.8757,,,,,,,
1.13E+06,1748.89,650070,357.731,65.9301,5267,267.492,59.4343,607.884,58.8763,,,,,,,
1.25E+06,2244.83,760308,316.169,-79.0439,8726.46,114.925,266.713,34.242,58.8866,,,,,,,
1.05E+06,2259.11,602048,146.051,-457.545,8953.79,209.532,-201.265,175.35,58.8957,,,,,,,
1.02E+06,1610.96,625760,623.195,-496.106,7800.26,206.042,-333.484,251.255,58.896,,,,,,,
1.21E+06,2342.74,1.07E+06,1022.88,-1083.36,13564.9,525.838,-473.733,545.837,58.9037,,,,,,,
638838,1502.65,463224,289.038,36.2529,5390.56,66.2427,137.229,56.0931,58.9052,,,,,,,
943523,1770.76,598725,313.067,-733.081,6829.27,295.385,-527.356,434.464,58.9073,,,,,,,
1.29E+06,2025.7,1.20E+06,712.686,-93.0671,15162.6,77.5069,219.619,452.848,58.9108,,,,,,,
1.53E+06,2368.1,1.40E+06,925.366,-1023.56,15600.6,80.4558,-216.549,534.137,58.9128,,,,,,,
1.32E+06,2405.85,1.06E+06,815.745,-955.031,13615.2,331.698,-461.925,627.324,58.9164,,,,,,,
691755,1578,569856,298.531,-251.845,6861.31,-12.8847,306.336,61.2017,58.9196,,,,,,,
1.37E+06,2554.37,903117,503.837,-775.754,10070.7,350.134,-420.752,354.702,58.9303,,,,,,,
1.46E+06,2154.73,892905,584.161,-1141.27,14784.4,141.923,-443.634,628.546,58.9321,,,,,,,
906943,1944.21,533295,299.745,-214.135,6101.77,213.389,-253.665,69.5484,58.9353,,,,,,,
1.27E+06,1927.59,732875,170.886,-136.887,7552.67,198.714,209.794,123.271,58.9358,,,,,,,
989337,1965.38,753670,499.3,-357.908,8326.84,229.742,-415.885,343.885,58.9382,,,,,,,
1.08E+06,1831.88,635370,435.24,-679.249,8199.61,278.797,-307.785,108.946,58.9404,,,,,,,
1.48E+06,2019.84,938346,1802.68,-2032.15,36154.5,997.13,-1604.37,1043.35,58.9436,,,,,,,
1.06E+06,2060.96,710359,457.77,-54.587,9028.81,735.032,148.843,218.097,58.9501,,,,,,,
1.54E+06,1881.17,841140,572.423,-557.856,12029.2,77.4118,-562.803,290.451,58.9502,,,,,,,
1.12E+06,2025.62,768978,420.868,-444.469,8116.41,-81.0203,87.6522,430.675,58.9509,,,,,,,
1.31E+06,1871.37,912646,681.819,-1431.93,13657.3,756.89,-594.996,585.606,58.9565,,,,,,,
958631,1527.83,566075,168.427,-661.926,7590.33,558.473,-616.578,316.288,58.9621,,,,,,,
977318,1532.54,569549,343.002,-558.13,7287.18,21.912,-54.0239,232.882,58.9685,,,,,,,
1.42E+06,2413.03,1.19E+06,598.191,-983.307,15374.8,747.138,-673.243,313.49,58.969,,,,,,,
859138,1785.34,594497,157.94,-317.431,6048.66,123.842,-305.141,150.968,58.9758,,,,,,,
1.14E+06,1902.27,709225,515.101,-530.816,12011.5,255.374,405.64,184.582,58.9818,,,,,,,
1.34E+06,2563.83,937025,425.558,-455.241,8905.07,-140.779,256.34,466.216,58.9838,,,,,,,
1.40E+06,1795.1,896366,393.439,-711.028,11890.7,113.722,-496.314,299.228,58.984,,,,,,,
1.35E+06,1929.66,1.13E+06,646.709,-1146.6,14791.5,484.758,-154.602,767.665,58.9895,,,,,,,
1.36E+06,1810.38,1.03E+06,451.786,-813.585,11626.4,334.371,-120.516,666.138,58.9911,,,,,,,
1.02E+06,2006.74,760683,443.859,-370.099,7650.71,91.7533,-485.67,122.224,58.9949,,,,,,,
975885,1718.89,515470,338.432,-457.512,7039.9,501.614,-270.857,502.983,58.9978,,,,,,,
1.31E+06,1918.96,881883,619.538,-790.845,9795.62,170.579,15.2276,535.395,59.0024,,,,,,,
980955,1732.9,580993,370.002,-308.611,7949.97,143.668,-228.693,34.1236,59.0087,,,,,,,
959136,2619.58,922089,401.663,-171.339,10120.6,695.755,-347.162,218.899,59.0224,,,,,,,
962318,1533.97,599346,516.991,-588.286,7714.61,269.359,48.2047,250.361,59.0292,,,,,,,
1.38E+06,1944.55,735179,460.885,-381.929,6656.75,-226.019,-358.845,298.862,59.0325,,,,,,,
949765,1872.12,581073,334.803,-827.565,6488.35,65.4486,-359.658,184.059,59.0474,,,,,,,
1.02E+06,1724.88,541271,270.618,-459.153,5892.91,212.454,-505.482,175.615,59.0674,,,,,,,
973810,1909.93,781158,535.305,-710.209,10457.7,36.2505,-464.396,546.443,59.0717,,,,,,,
931268,2293.63,871649,287.821,-690.135,14166.1,467.222,-45.9867,33.876,59.0736,,,,,,,
848680,1681.02,505526,180.085,-368.928,5556.78,118.572,-438.72,17.3091,59.0739,,,,,,,
1.03E+06,1949.88,783876,261.753,-388.596,8516.28,4.58384,-719.041,416.518,59.0744,,,,,,,
1.09E+06,2256.86,716706,396.003,-580.862,7697.06,146.155,-877.353,272.823,59.0809,,,,,,,
743104,2039.17,595481,196.805,-561.207,7748.68,-12.8573,-938.304,257.881,59.0833,,,,,,,
1.27E+06,1780.41,847895,649.359,-1152.45,15260.2,112.126,-247.189,344.134,59.0835,,,,,,,
1.18E+06,1988.91,984059,378.379,-439.091,9674.49,275.312,-694.333,218.438,59.0858,,,,,,,
783558,2021.67,789915,309.871,-561.912,10126.6,57.8238,103.747,265.257,59.089,,,,,,,
1.03E+06,1730.48,551293,408.024,-466.402,6987.13,-56.5731,-217.776,30.4725,59.0989,,,,,,,
1.10E+06,1706.77,680441,592.677,-942.55,9268.34,440.709,-461.144,156.045,59.1007,,,,,,,
1.39E+06,2317.45,935161,351.592,-56.6252,9415.84,-511.899,572.895,210.316,59.1045,,,,,,,
891151,1671.71,532961,230.726,-633.301,5704.86,-31.8404,-77.7694,114.846,59.105,,,,,,,
1.25E+06,2451.67,885417,823.845,-1046.11,13503.2,775.876,-125.984,738.407,59.1061,,,,,,,
