FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
953432,591696,394534,2638610,1650560,235190,7181.64,111.077,6286.18,601.868,-86.6777,-201.738,-271.8
758030,383412,426361,2358770,1230240,220251,9046.85,-36.2369,6230.17,589.829,-444.034,-72.291,324.151
1490550,729123,776149,4194300,2598660,371981,16097.2,463.846,13168.9,-5.62503,-115.616,33.1197,990.343
994723,377430,350060,2000050,865595,154861,7629.55,576.768,15880.4,181.538,-329.199,297.31,-758.323
754461,453634,313442,1942490,1238200,199861,4810.96,7.67717,9506.49,294.051,-180.696,-5.6043,-502.905
710817,363571,477616,3777400,1737430,231285,7592.27,501.748,10722.9,11.3599,-283.671,301.744,174.072
586021,256083,280859,1968410,963744,142038,4811.3,37.3071,6390.12,-154.311,71.3995,82.234,215.473
572767,312820,271868,2333890,1157740,132349,4570.05,828.067,8441.77,-126.54,-416.749,325.464,195.567
1305530,539307,700015,4194300,1847500,241332,14690.1,99.335,18825.8,-505.467,132.31,-186.432,1043.09
969584,407376,550907,4194300,2229390,276151,9687.84,925.74,11649.2,-698.548,70.5946,650.685,-197.694
660846,322084,327997,2135920,1091280,165453,5649.71,342.783,4379.54,-502.03,-36.2632,450.994,-466.651
876159,428975,373752,2311740,1121310,179430,4137.59,-127.625,12207.7,-146.703,19.0106,330.724,-197.533
788215,470179,362734,2267810,1419230,234368,5677.25,69.9538,8132.42,32.0894,-256.152,-414.924,72.3161
1124110,564377,801231,4194300,2804820,479276,16446.4,-944.229,12142.9,225.313,-150.731,-410.587,-412.221
888098,364930,285361,1888100,1007040,152231,3835.23,76.7591,16875.2,226.333,-178.833,8.73503,-416.057
1041840,534812,396442,2691080,1222050,178872,6355.1,227.186,6380.73,-531.75,46.8491,-116.955,63.3124
638733,370106,426139,3225810,1976460,262611,6706.39,56.6373,8204.27,-172.439,539.233,-110.804,-125.822
720415,378293,257837,1641670,806939,136284,3924.73,-169.603,5223.19,-19.455,-253.497,-82.7106,-223.708
736226,422505,424378,2807270,1676660,251293,9811.33,313.937,13367.8,-334.024,-502.208,669.157,-270.294
797369,442501,313909,1961080,1221790,194942,5223.27,777.833,8295.43,54.4043,-223.825,485.251,-139.696
1056950,574491,711438,4194300,2593130,403440,15682.7,-209.252,7954.95,-464.904,73.2274,87.7693,468.275
979928,462845,462617,3808500,2209140,273228,12756.8,1622.16,8547.43,-198.084,294.936,965.365,-156.847
821780,403221,348586,2510520,1486630,202919,6728.32,407.257,8361.81,-69.8096,-275.503,320.377,58.0573
1049400,554359,558636,3539280,1938900,302622,16955.3,1210.81,8422.45,16.6558,-445.629,742.291,-338.963
931734,513864,422512,2251270,1075660,206841,8250.8,20.082,10337.7,-305.692,-322.439,355.713,-5.62726
1386960,732839,658058,4044340,2122990,355809,18054.5,120.804,2945.73,-342.99,-115.461,297.777,548.492
566838,330015,239338,1291740,775023,149212,5455.26,-140.762,3393.84,-175.375,66.5959,-64.6739,203.141
561052,344991,252595,2073660,1363960,165136,5527.39,4.18216,2860.53,145.979,18.4892,-20.3175,-448.455
781787,436271,353188,2423870,1601160,223488,7135.04,318.219,10312.3,249.903,150.748,183.05,95.3774
1073300,646326,686342,4194300,3592440,485890,37202,-204.684,3817.68,-107.129,-184.793,377.016,1641.05
789659,358675,264334,2006170,899297,118065,4934.03,156.876,6559.46,-618.134,-78.8933,211.06,343.033
1311530,556150,482865,3691350,1589520,196925,5802.53,-347.788,21921.1,-411.515,-332.309,417.366,-9.11885
833617,462094,341672,2216100,1336820,204450,5119.46,-203.409,10042.1,78.8611,-41.4536,-139.092,-56.4638
861536,436260,414687,2826980,1673140,238280,10328.4,297.236,7878.24,-44.6584,-42.9329,91.5534,-1016.14
954273,531329,382898,2376860,1506130,240670,7682.38,527.815,15208.8,149.915,258.937,75.2913,82.4066
1238670,558924,547807,3145440,1730670,310118,17002.2,-231.869,9191.95,-38.0126,-24.8396,470.721,820.972
734672,434124,326084,1784120,1151630,206712,8440.36,41.7616,8706.66,295.628,-130.22,-298.317,125.041
1204540,602393,469652,3432300,1597120,213780,8264.89,-132.336,9988.09,429.217,-535.847,-117.353,207.51
614292,331527,236220,1978080,952569,116742,4595.76,443.146,6692.87,-4.59944,-55.4506,-93.6825,-50.969
914480,361193,508542,3087120,1275630,209736,6719.35,-88.089,15551.8,-137.159,80.3183,30.3683,237.284
1404060,622167,569898,4194300,3417850,309462,10232.6,2128.51,21935.2,22.909,796.575,278.998,-1115.9
1317010,686689,835422,4194300,3252240,484633,30022.2,-879.418,13217.1,74.2372,112.654,-914.444,1977.21
1171770,549878,463223,3188540,1549250,221723,5462.71,511.29,17418.2,-271.363,57.4617,49.7882,-12.4808
774842,360179,334770,1975320,839982,143865,4378.8,-124.481,13878.5,183.968,199.326,-232.802,-248.75
591038,340177,396041,2311140,1529230,259926,6640.26,-602.633,10671,-294.976,-206.574,-18.6194,167.197
1079090,541969,310534,2145600,1128810,157708,8420.38,74.8252,6312.38,201.087,116.843,-233.91,-616.507
1404960,611766,757078,4194300,2702920,359026,18612.8,225.921,10540.6,248.96,-120.315,-32.5691,-319.421
620099,341788,461607,2976530,1787440,275372,6608.14,-61.5822,14396.6,-190.752,-93.5525,210.855,-1086.72
909433,466653,429379,2735920,1412120,227788,6949.57,-148.416,6506.35,444.669,-269.915,57.2811,-141.793
764302,417933,240826,1452140,760805,129988,3091.24,-8.68956,9121.29,217.979,-215.286,-172.799,-211.357
532522,273508,218917,1262910,616581,110558,1855.72,-538.783,11676,206.141,198.548,-166.329,275.37
906634,427600,425285,2815230,1475380,226616,4356.69,254.161,16629.3,61.1361,-117.318,12.9982,-355.267
