"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","B690-PC5.5-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
1.88652e+06,3570.16,5.97687e+06,17351.2,61134.5,-4270.46,12214.5,-15073.8,25670.6,29778.4,3.8821
438967,1642.82,120183,3506.29,6090.5,5751.25,6295.33,15349.2,2297.6,4184.64,3.88657
1.81888e+06,3467.11,5.42799e+06,11916.8,48708.9,-3213.85,8162.25,-10371.7,15394.9,27355.3,3.88839
426249,1497.99,129874,-9175.2,9725.88,8529.87,7204.67,12762.3,-1411.43,10529.9,3.89264
288802,1171.02,118719,18841.5,9120.99,6185.96,7088.43,12277,6276.32,2622.53,3.94336
322350,1299.18,95303.3,13656.3,1746.55,520.419,10839.8,256.756,-133.446,-191.098,3.94903
1.80401e+06,5108.58,584863,416467,67217.9,97698.9,74663.6,229495,111905,78716.4,3.96187
300392,1194.25,54559.8,1931.72,4627.51,1044.87,2271.98,8805.26,1631.64,2259.06,3.96888
1.48584e+06,4737.28,1.45508e+06,-278.372,71974.3,69033,39445.6,148419,2452.38,36102.1,3.97108
790897,2494.45,424182,455041,37614.9,64435.3,33206.9,137836,45055.4,68803.5,3.98833
1.07982e+06,2799.73,983027,159322,24703,9077.09,30173.4,50342.4,2100.42,12239.3,3.98989
396086,1479.31,134197,9075.96,16013.1,7799.04,6613.78,35756,1585.35,5358.58,3.9968
666021,1992.68,342922,95982.8,21097.8,56848.6,31736.6,90956.6,39704,39589.1,3.99935
412269,1512.52,131519,1649.22,11887.2,13505.2,10135.1,19944.1,5659.81,13606.5,4.00271
678448,2768.82,159558,4873.92,21275,8034.62,15008.2,27709.5,5290.08,11784.3,4.01477
392042,1389.07,166650,17782.9,16412.4,7811.68,8981.4,31679.7,-175.183,9217.02,4.01704
905990,3198.11,441628,359044,80304.8,41329,69501.5,189264,90971.6,43921,4.01978
1.02942e+06,3520.81,315345,20401.2,33347.9,26961.2,23694.9,108374,6442.81,21188.2,4.03068
438316,1664.28,161451,14183.4,20666.1,9540.31,12163.8,43326.7,10342.1,15806.4,4.04636
1.19517e+06,3078.84,611309,8706.04,27868.8,13911.9,36076.9,96978.1,706.113,19025.1,4.04668
327605,1301.79,117567,36490.4,9457.98,7370.52,7648.3,13346.4,2093.13,6437.9,4.04747
349481,1311.18,127109,1730.25,2320,396.746,4906.94,824.377,-358.964,87.2322,4.05536
360762,1371.02,78907.5,2700.68,7763.5,4973.56,6036.32,9796.53,1994.78,1990.68,4.06289
990013,2637.61,633439,93127.3,35567.7,39893.1,32268.3,91176.2,-964.238,23226.2,4.06718
732914,2075.6,515404,24971.2,22250.9,37222.3,27413.1,75411.9,23854,24541.5,4.06766
641724,1918.28,438781,14296.8,8022.63,1646.15,6129.49,3220.07,-215.114,1083.56,4.0678
369753,1413.88,89981.6,10503.2,8343.38,14633.7,6257.82,9298.56,6586.39,7603.9,4.07509
367432,1483.4,137853,15991.1,19359.9,19199.1,18505.5,47151.4,3689.89,21757.3,4.08184
404856,1547.88,108028,14879.7,11006.6,7772.42,5939.41,25401.3,-1500.92,10733.1,4.09476
552402,1659.49,441722,-2044.63,18300.8,9240.28,15848.4,44249.2,9213.4,11161.2,4.09584
717743,2510.21,295683,3937.78,18426.3,21743.4,11296.6,46233.9,312.992,14231.9,4.10275
2.97834e+06,5815.91,2.42359e+06,-26508,194535,149645,114741,226477,-10780.2,148102,4.13416
560544,1912.51,207146,90000.7,9231.84,4767.73,6674.28,9311.26,3375.19,3933.86,4.13789
377684,1440.9,151282,4094.48,11444.5,10028.4,10294.5,25204.4,11.915,11620.9,4.16682
283613,1123.32,89207.1,415.625,3591.79,2803.45,4145.51,5494.33,1692.49,1053.07,4.19444
823208,2752.05,341665,2075.96,19793.7,11676,14187,65190.1,-370.563,25414.7,4.1968
347595,1331.78,121466,161872,11449.9,14511.3,8429,13064.9,-6994.8,7186.6,4.19803
586309,1831.99,388510,16754.1,19433.8,17794.2,27149.2,50922.4,5720.91,13098,4.20229
373735,1375.64,95589.5,15246.7,8898.66,3792.63,4804.83,13604.1,-607.729,5093.53,4.21698
355050,1359.97,82887.1,-2512.94,5488.27,4613.03,7509.81,4877.78,-1447.19,4645.25,4.21946
1.04907e+06,3198.84,407075,-3136.11,53502.7,13833,52870.7,47311,-3799.15,18822.3,4.24636
398606,1514.76,93962.2,-784.719,11259,10434.8,8729.25,16163.8,-26.1229,8299.74,4.2664
370051,1417.4,139075,-1696.7,8877.31,4735.78,9406.72,13387.1,-1733.08,4434.43,4.2957
418590,1636.26,144745,7562.48,5501.98,8729.53,8844.51,8111.66,-815.045,7779.59,4.32569
376225,1474.12,78356.4,-5644.65,8217.29,5404.59,7394.55,5532.42,-2555.29,5101.14,4.32629
1.13073e+06,3528.45,347213,30726.6,32124.1,35677.4,32594.6,94304.5,23356.6,19632.1,4.34973
378973,1541.37,38268,6149.6,6940.44,-620.85,11440.4,22671.5,980.762,10609.3,4.35271
369840,1339.62,124034,72491.1,8922.4,4530.36,4470.03,10383,2312.79,3088.93,4.37132
610837,2450.62,164439,61169.8,13557.4,10110.7,19079.4,43345,4374.85,16455.9,4.37183
443516,1554.83,110476,630.429,14862,4947.07,9185.43,13666.1,19329.2,6485.55,4.39146
545646,1819.44,148290,6687.92,26999.5,17003,16145,28277.8,443.449,9975.12,4.39498
848896,2953.48,341154,183.517,15030.3,9207.01,14140.9,15975.4,-335.02,51678.5,4.41235
385218,1402.39,106052,26066.3,6838,3344.31,4952.16,15254.4,2088.99,3966.21,4.4212
402494,1614.72,105805,9044.87,11584.8,15098.6,7190.07,32372.9,-712.401,6663.45,4.42138
395474,1519.82,72335.9,-213.115,2651.85,1084.64,1658.79,1183.38,379.131,880.118,4.43128
400560,1587.16,131298,9688.19,11375.2,16286.7,15553.5,19159.8,6507.11,12176.8,4.45921
431431,1515.95,111803,17038,10718.5,2676.57,8682.5,21737.7,3428.07,5667.78,4.49068
1.02816e+06,2992.77,464026,48735.7,33528,21868.4,28729.8,155190,21897.8,21799.1,4.49747
713619,1815.75,327711,101745,15795.2,11285.7,16684,21045,1368.67,7734.88,4.50546
547024,1957.37,131198,119733,15639.7,6505.35,15776.5,18737.1,-1066.16,10107.4,4.52038
396218,1571.9,147611,156263,6556.99,4216.25,8704.75,27757.9,-3115.45,941.121,4.54232
403225,1503.43,141379,-4097.99,12136.6,5906.18,4883.51,2891.62,-3440.86,4787.27,4.54899
604786,1954.96,190443,12181.7,10799.2,5819.25,10153.8,29465.8,2716.06,7396.21,4.56333
637803,1845.19,273412,5443.99,18517.1,6660.71,16372.9,18843.5,3731.54,6675.85,4.56505
732658,2141.3,325725,10719.2,18448.5,35502.8,13695.9,38723.8,5213.86,12656.8,4.56505
780051,2095.63,267230,1639.96,19953.5,5969.37,7883.23,31725.2,1585.57,7106.7,4.61796
431097,1666.47,151994,179783,12745.9,7358.68,6465.34,25315.4,7158.19,5082.32,4.62213
472936,1698.2,120058,6090.74,3066.42,1219.54,3973.5,4639.69,-720.668,2992.51,4.63108
504690,1804.88,66441.7,-279.021,6297.34,2073.47,10701.5,10435.1,557.056,3844.71,4.64072
498132,1931.62,176626,21519.9,18585.5,26882.5,22161.8,34624.9,22418.5,8596.18,4.64574
816980,2677.45,215044,26630.1,35918.3,47974.7,33952.2,91994.3,16038.7,25088.6,4.64574
488327,1736.9,169775,-1327.56,7238.74,3286.32,5566.49,8587.11,-1113.74,2998.9,4.65183
382346,1490.63,143850,311.688,7518.92,4138.86,5736.68,16674,855.355,3493.32,4.77387
446306,1531.89,109615,1612.36,8688.4,3193.77,7689.42,6318.17,-1205.73,3304.11,4.80107
555114,1835.51,172783,36951.1,11939.6,8162.4,8148.33,46362.1,2253.49,7553.41,4.84296
300215,1203.11,99754.9,2177.11,4921.29,3608.89,2460.28,2888.97,-1036.71,1169.55,4.84977
401559,1410.33,121882,2469.67,3609.98,807.376,3240.15,2214.77,-190.044,817.085,4.8577
405693,1426.77,100914,9213.29,4962.32,5160.59,7362.75,18536.5,1054.52,5350.36,4.86494
533453,1673.41,179381,105650,15099.3,16227.3,11134.8,24718.1,23100.3,5712.53,4.87189
354290,1379.94,105995,3722.01,8656.39,6863.25,9636.58,14550.1,-2639.52,7060.73,4.87521
446660,1628.85,72102.7,-3744.44,4239.74,3244.54,5249.52,3769.18,-1984.51,2610.42,4.87754
590994,1944.26,150554,8405.52,19117.1,5192.38,23725.7,43064.9,6371.43,6606.85,4.89989
1.26767e+06,3552.45,587079,4592.82,33615.1,37800.7,35122.6,66136.9,-1359.35,28663.2,4.91418
414305,1634.99,306551,-802.233,6421.51,2944.5,10397.4,3071.79,-330.191,2984.88,4.94601
739595,2253.73,307611,14183.1,21595.6,11403.3,24640.5,41353.5,-1313.15,16221.5,4.97351
419871,1567.09,154219,-6737.67,16848.6,13432.2,7793.01,13910.3,-3663.35,13075.1,5.07117
1.81451e+06,5113.08,1.01799e+06,373727,99488.1,54884,64216.4,220450,8475.31,60470,5.12095
535151,1780.49,224996,3177.82,21375.4,9901.42,18229.6,23000.2,-2798.57,13345.3,5.12097
408611,1521.03,127531,4503.28,11846.6,8279.33,6235.84,25248.6,-1171.97,7743.72,5.20354
384128,1562.44,97726.2,6267.97,9464.32,3962.85,6642.57,30811.8,13423.2,5474.17,5.20967
697113,2599.35,171979,3296.14,17080.9,23502.6,13632.1,50108.9,632.683,16063.7,5.25462
1.49295e+06,4152.68,979080,61709.8,99700.3,25513.1,74180.7,204394,17289,43116.9,5.64645
304133,1229.94,90306.6,6052.35,12295.9,9082.64,5414.68,25118,1966.65,7333.77,5.68818
949349,2674.4,333070,30905.3,23423.5,17383.9,16356.5,69208.8,26942.6,10881.8,5.68842
434992,1471.7,100832,7567.89,17548.4,11906.6,12946.9,50386,17184.1,14117.3,5.68842
583578,1727.68,231568,15086.8,72413.1,9474.34,34877.2,101970,31608,-665.618,5.68846
1.4278e+06,3018.01,4.30596e+06,15558,45523.5,-3263.06,8359.16,-10040.8,15008.7,21506.2,5.69278
443024,1503.13,213889,6053.98,27674,18034,14741.5,61735,22880.8,11937.9,5.70518
572033,2046.92,466546,-260433,232416,173626,47116.5,73275.7,-63728,152277,5.82728
546398,2019.26,158032,20938.7,11654.1,9593.29,13147.9,30312.9,11117.2,8582.58,5.83509
3.46306e+06,7880.8,2.16944e+06,802944,191303,94381.5,94667,319433,80860.1,162864,5.83529
1.12894e+06,3828.24,543809,30071.8,71624.4,65598,38132.1,146039,9096.06,44017.4,5.83541
516636,1900.43,144058,-258.46,4822.26,2257.18,6518.91,5697.71,-164.794,2642.11,5.86053
345843,1332.89,91264.9,1421.72,7187,4762.24,6796,12462.4,5089.28,4723.49,5.93369
370218,1438.04,103454,35636.3,15300.1,10919.7,7845,36754.1,1203.35,6098.97,5.99709
6.63612e+06,11529.5,2.88542e+07,5157.47,53090.2,-13373.8,69265.6,-89096.2,141218,269467,6.0022
655832,2523.41,250329,15260.8,17748.4,10992.3,11942.5,17284.6,-1209.1,11899.3,6.06734
1.29774e+06,3486.37,469995,18486.8,37332.4,42538.2,31778.1,84710.5,39943.9,29652,6.0676
952703,2810.33,332223,39645.6,24176.8,12818.1,10582.2,31398.5,-697.41,8065.61,6.08922
610994,2432.19,166310,451855,8721.54,1712.38,7829.58,12978.7,692.602,3194.04,6.1014
461822,1769.11,392800,15966.5,11197,7412.79,11492.6,17431.1,9018.27,7025.14,6.10328
511419,1756.75,195150,9453.29,17701.8,6627.69,12339.5,25343.8,-174.19,11364.5,6.11598
1.52437e+06,3378.7,1.00869e+06,-1755.78,42003.5,25316.5,25163.3,56636.5,-736.307,22846.3,6.13127
364304,1421.98,144742,39243.8,10976.3,8450.72,8981.88,16864.1,-268.989,5589.84,6.19783
640165,2627.08,209388,29597.6,19682.7,10631.4,12811.5,63341.5,5724.55,15978.7,6.19815
498895,1934.64,152661,-5471.08,8794.93,8111.53,7432.36,27963.4,-212.086,15770.2,6.19821
521040,1554.58,144258,6209.55,10284.8,16580.2,9457.84,13693.5,1729.45,14312.5,6.19944
1.06729e+06,2712.74,492144,18072.6,28278.4,15017.3,27292,57355.2,3366.43,19671.6,6.21256
299808,1230.73,108362,5123.17,4982.38,2774.92,2381.8,3356.43,-589.487,2621.87,6.21462
412757,1645.63,106986,984.702,14021.8,4266.3,8457.75,14875.7,-333.504,5612.65,6.22277
941760,2809.65,419532,19700.3,32394.1,6053.78,21979.5,52138.1,2642.88,12193,6.22656
460428,1656.45,154607,4267.94,10721.3,6156.88,7628.19,25244,1506.52,11897,6.22882
764257,2458.84,327297,5794.61,47842.6,11313.4,19815.6,75580.4,699.429,27922.6,6.29319
645845,1977.42,195981,2666.06,15548.3,7011.59,17259.1,15337,-1360.38,10385.8,6.3039
334558,1309.58,116806,759.728,7715.08,5624.63,7964.15,9240.88,2373.32,5178.05,6.33399
621054,1804.77,237850,3405.63,13451,7219.46,5714.46,15344.6,2778.36,5112.63,6.36883
420516,1523.95,105565,50667.5,19517.7,22725.9,13602.4,31588.5,-1655.09,21552.5,6.37109
443920,1643.53,227854,-524.954,9600.7,4654.42,12020.8,23809.4,-1915.03,6862.02,6.37135
337607,1320.35,110776,860.666,7960.44,4357.06,7232.5,16151.7,6104.78,5076.56,6.39579
676204,2162.28,215088,295618,17860.8,6553.34,18083.7,38286.4,716.133,6924.74,6.4159
1.11117e+06,3815.68,379012,247044,41576.6,26954.2,37762.1,74671.3,7566.26,19276.8,6.41873
289151,1183.75,78152.9,15293.3,5050.39,2921.76,4184.26,14405.5,709.086,2699.27,6.42568
381838,1457.61,200309,405004,6698.17,13355,6814.59,23650.1,-2444.04,5432.32,6.47161
1.04701e+06,2806.77,577240,-8978.86,20899.6,12146.9,15871.2,41083,-4.52612,12776.3,6.47966
321200,1269.57,74548.9,-5996.23,7934.17,7825.47,8127.72,12435.6,88.0845,5453.79,6.48217
519894,1785.71,172824,188202,17931.5,18055,9775.35,27954.4,-2274.52,9110.43,6.48291
351115,1309.33,114572,20457.4,4974.69,2942.23,5412.23,3817.97,-726.038,3000.56,6.48389
459128,1779.83,191233,4201.65,15514.4,2908.24,14257.3,34965.6,1911.57,6832.79,6.53489
506586,1884.53,148577,5347.22,20832.7,8422.94,11553.3,30580,-549.37,6694.72,6.54116
1.06564e+06,3253.77,437693,83862.4,23663.6,9861.82,35116.3,22706.6,417.155,11710,6.65509
492990,1603.1,165306,6197.4,9401.7,1142.87,8961.24,12704.4,1354.97,4503.39,6.69299
1.22592e+06,4181.36,349406,563061,60943.8,26706.6,32677.7,103773,52873.7,21737.8,6.7149
479212,1779.9,255238,4084.11,16156.5,21410.4,16369.6,31747,8530,7238.89,6.71668
323278,1270.91,110159,77.0986,5015.91,3979.94,2800.73,3222.85,36.6722,3679.14,6.72297
405885,1490.81,118598,2407.31,9021.29,12854.1,10601.6,19067.5,396.491,9512.12,6.73335
749345,2173.29,206348,10296.1,10204.4,2795.56,10972.7,6426.94,-24.3488,3511.96,6.73682
1.08716e+06,2708.69,419773,112988,20369.2,13038.9,15944.1,15949.2,-272.317,12975.6,6.74425
366666,1372.6,136264,-266.388,3512.92,2289.24,7172.24,955.815,-643.014,1596.09,6.75607
419599,1587.74,157780,-7933.92,4995.41,8068.42,4639.93,4497.95,-1644.01,16431,6.76668
2.63297e+06,6690.08,1.13725e+06,68791.5,173090,116765,85866.3,303823,18039.3,94468.6,6.80336
440812,1607.75,147400,29513.8,9649.29,2006.02,7256.65,11909.7,1292.54,2889.48,6.8036
1.12875e+06,2954.97,519635,140817,47892.3,26954.3,52273.3,99516.1,19057.4,29227.4,6.80366
763544,2320.47,249733,38082.5,33395.7,17947,25766.3,62502.2,21685.6,19263.9,6.80386
523746,1851.41,157560,16981.9,11481.4,14887,13135.3,32766.6,2804.07,18115.5,6.84781
901983,2590.39,180462,55519.5,37618.7,11860.3,37772.3,62682.4,6223.53,15213.7,6.84783
514221,1827.43,110614,26993.5,40226.1,-840.027,9248.94,20025.2,19347.3,11683.5,6.85086
479042,1771.66,155402,24967.3,17498.4,6288.47,7938.69,30616.3,3542.76,7977.76,6.86522
873111,2569.04,398133,50468.5,34284.6,7514.86,17740.3,53699.8,7025.05,13268.4,6.86522
862023,2944.49,452697,501125,41419.8,22889.5,29976.6,119364,14869.7,27491.8,6.86544
934863,2976.75,239078,-6846.86,27582.2,30954.7,16030.2,42855,-1387.6,20707.5,6.87818
303847,1199.93,81528.4,-732.799,3356.93,1530.94,2269.64,7502.07,836.474,1046.88,6.89998
347424,1353.77,155210,-2531.54,5746.59,5457.56,5700.59,9242.53,-1686.67,4372.02,6.92051
417992,1658.59,88289.8,-3311.1,3132.65,4028.33,3205.54,11588,-131.284,3589.01,6.92548
807477,2417.59,310035,7119.47,17002.6,11910.9,13476.9,28633.6,-2201.13,12295.8,6.94068
285346,1161.97,84229.3,9991.33,6135.13,4970.01,3189.92,8896.67,-2829.29,2371.34,6.94936
381485,1405.66,136762,27893.1,8736.89,5834.84,4097.18,15492.6,2002.95,2304.36,6.95585
383003,1433.84,87346.8,-813.682,5111.88,3644.15,5191.99,2083.38,-1621.52,2491.15,6.9767
460165,1800.59,292842,-8326.68,11438.1,9727.07,24150.7,3998.66,-1929.78,7177.44,6.99102
1.29709e+06,4587.52,554196,866973,68977.5,48061.4,44407,158686,29387.6,43327.6,7.01228
895481,3032.16,183183,377766,14095.3,3784.42,10014.6,25889.2,4223.47,2933.52,7.02919
460809,1642.72,160771,3235.15,11123.1,10242.2,7679.78,23645.4,12972.4,7507.06,7.10324
550593,1730.44,175437,-1139.48,6925.9,4491.62,15735.2,2651.27,-2076.75,3732.92,7.11374
459793,1770.99,186651,3668.93,7321.51,1673.93,4554.27,12041.9,428.868,4836.41,7.13808
567163,1622.2,195072,7020.29,13916.1,14321.8,12823.2,27463.9,5457.28,13912.7,7.16947
678429,2650.59,152292,8961.67,14415.5,2523.49,15537.2,37647.2,8292.51,16179.6,7.20871
680475,2172.19,198007,93248.1,30812.8,7090.45,25820.6,51721.7,11559.1,20149.9,7.24034
939466,2545.92,773867,-8825.99,29494.4,16401.6,32362.5,8462.08,-5180.42,14098.3,7.34315
266243,1090.32,101421,-800.89,4160.73,2412.18,2182.49,1498.84,-1296.69,933.589,7.39265
1.60051e+06,3965.65,857701,23481.3,62280.3,50093.6,38950.7,169888,8268.45,37807.8,7.39277
319939,1253.24,146573,166.884,2949.29,1879.72,15328.1,1169.52,-324.297,1154.2,7.44716
611394,1877.73,306931,9733.93,14060.1,12107.2,18609.8,34901.3,3950.18,10387.5,7.45459
628610,2154.44,195010,12024,25059.8,9803.26,13344.7,53990.9,7927.59,8912.48,7.45479
1.61816e+06,3645.59,592276,63252.5,44642.1,11271.9,31584.9,46896.4,4122.77,15701.4,7.45479
401540,1490.68,218356,6063.31,10805.6,8670.53,5618.89,9695.19,-2331.93,23862.2,7.45481
1.04792e+06,3520.1,661293,19094.6,58540.2,56245.6,49273.1,142077,18838.5,37037.6,7.45525
930590,2236.53,498043,728632,31367.8,47738.4,38627.5,94769.2,13061,31734.4,7.48624
6.2806e+06,10938.4,5.34362e+06,14511.9,112184,-5479.34,10186,-8838.97,30419.4,31771,7.55495
448507,1830.17,212869,3901.21,19797.3,3179.97,7103.6,19789,2916.09,3133.63,7.59603
1.02549e+06,3337.71,342678,17178.8,23947.4,42473.3,33263.1,93070.3,6111.75,57984.3,7.59613
8.47568e+06,14574.4,2.04415e+07,4764.99,144217,-4039.91,33738,-41484.6,82971.2,51834.1,7.60687
4.50716e+06,8140.03,3.88143e+07,93968.6,70164.9,-16115.2,67623.2,-80632.1,123067,213398,7.61066
4.64781e+06,8229.4,3.1151e+07,108344,253404,-27311.7,65672.5,-88276.6,136806,259409,7.63265
