FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
579299,329301,262458,1639830,951997,151912,5952.16,-173.77,-0.0102754,301.595,64.2393,-117.286,35573.3
608941,296634,253418,1663530,907609,142288,4939.39,39.619,-294.577,-54.9644,-14.8813,113.322,51670.5
782515,446064,340785,2155190,1237280,195358,3786.93,-227.198,-417.313,356.449,-369.935,258.135,75826.9
813819,425936,439156,3098110,2121560,305728,9259.83,57.545,-47.1692,214.722,-198.872,-206.913,3305.85
792172,480025,403828,3397060,2139860,267185,6998.62,985.016,-88.0817,289.636,9.58369,319.728,76568.6
715426,440458,259145,1825250,1257490,169813,5246.96,454.656,-68.3401,-153.76,-387.056,507.86,42670.5
951443,486084,356210,3014770,1571560,185125,13531.3,2787.98,111.697,70.0016,337.108,1392.55,79695.8
904953,383330,509139,3723520,1770620,254492,9343.9,672.23,-393.653,104.093,301.367,358.945,145349
512326,266711,320412,2617130,1489860,191227,13959.5,-499.169,-305.731,155.115,-349.964,-602.428,43541
556163,398226,251054,1491850,1179430,202352,1117.07,43.0765,354.36,-450.268,-111.341,383.183,49636.2
1056310,565966,491599,3200580,1751890,275397,6988.07,179.868,117.487,156.671,-5.52141,-159.373,68835.8
529828,371632,390782,2612600,1989730,305179,13719.7,655.705,140.69,74.6022,380.546,-616.121,6642.42
759495,416362,305935,2716460,1533180,163215,5515.91,600.643,565.512,-207.236,-54.5891,301.504,63471.1
420295,274223,318558,2493580,1703480,213423,8274.94,1122.33,246.283,2.47388,39.8162,263.173,62355.4
718101,363924,304654,2281770,1037360,149649,11170,1242.95,445.373,-818.693,-18.9604,1252.75,57099.5
1105440,573203,592113,4194300,2181640,311550,6017.87,777.274,408.489,95.7321,-255.568,272.735,147606
633952,296073,275657,1892110,1177410,168117,5014.16,246.014,-180.138,167.773,-90.4857,117.973,54529.2
688410,359453,374122,2842400,1891080,244364,11393.8,364.847,-405.137,356.874,150.944,16.366,19754.4
509282,247257,287924,2230020,1216550,160877,5380.69,151.762,-78.2528,256.734,199.557,-366.973,21305.7
1074800,536365,510531,3065080,1732730,286949,13389.1,232.815,-290.084,157.459,283.426,-32.8392,75718.8
961114,603322,423246,2767290,2042220,314177,13229.5,185.239,-225.659,481.541,494.602,-200.33,94952.8
1266930,500690,346725,2505350,886311,126280,4173.57,483.866,280.71,-410.595,532.76,468.503,89755.7
1088570,456333,445500,2402860,1161570,222756,16223.1,531.409,-269.537,-235.38,163.107,457.664,85467.1
613494,255323,418109,2463340,1575740,267418,8398.58,-775.465,-379.528,600.864,-192.905,-271.958,21726.1
931006,324735,325715,2866630,1370370,154903,3728.43,437.75,-377.275,351.376,-322.299,-78.2479,112559
759354,427139,322840,2188350,1417550,210013,7857.67,-101.552,-484.2,252.216,341.054,43.1713,40195.8
1025480,589657,497123,3569870,1771780,254898,6580.44,-112.659,-410.989,164.779,65.2121,343.788,118220
556670,361380,282951,1714020,1183770,191486,2942.14,-189.869,-45.0963,176.828,-105.08,18.3885,79384.7
534179,310784,191754,1450530,1032550,132206,1615.99,229.143,370.514,-502.971,-67.6381,346.831,59268.2
1001860,428164,281203,1899460,638600,98519,6205.08,-208.517,89.9652,-287.75,378.405,221.415,51082.1
852181,525415,385875,2858210,1827220,246103,4767.93,-92.7793,381.363,-436.523,-296.918,67.3845,78969.9
695712,409951,206420,1396920,968810,141903,3313.88,372.07,584.544,-278.499,6.10624,-17.4255,36360.5
801572,512936,281286,1752180,1202460,188155,7966.38,451.976,56.5296,148.457,-478.188,110.71,77011.5
933309,462921,541788,3797060,1917420,267308,22413.3,1718.01,-91.2983,-289.072,-248.47,484.32,103492
858147,530568,611620,4194300,2700210,370494,10599.1,1196.61,-118.336,220.581,478.776,258.573,124112
